,Credit to agriculture,Personal loans,Credit to industry,Credit,Distribution of offices,Deposits,Credit-Deposit ratio,Number of Branches,,state,start,end,bank type,start_date,end_date
0,,,,684.69,,1956.258,35.5,254.314,regional_rural_banks,jammu and kashmir,2011-04-01,2012-03-01,bank_type_bank,2011-04-01,2012-03-01
1,1365.922,4695.02,2836.575,14965.376,1018.232,39320.792,38.1,,scheduled_commercial_banks,jammu and kashmir,2011-04-01,2012-03-01,bank_type_bank,2011-04-01,2012-03-01
2,,,,880.316,,2249.697,38.8,257.248,regional_rural_banks,jammu and kashmir,2012-04-01,2013-03-01,bank_type_bank,2012-04-01,2013-03-01
3,1561.054,5575.336,2934.387,16530.383,1171.799,48906.457,33.8,,scheduled_commercial_banks,jammu and kashmir,2012-04-01,2013-03-01,bank_type_bank,2012-04-01,2013-03-01
4,,,,978.129,,2543.136,39.6,260.182,regional_rural_banks,jammu and kashmir,2013-04-01,2014-03-01,bank_type_bank,2013-04-01,2014-03-01
5,2731.845,7042.53,4010.329,21421.028,1334.168,58100.871,36.9,,scheduled_commercial_banks,jammu and kashmir,2013-04-01,2014-03-01,bank_type_bank,2013-04-01,2014-03-01
6,,,,1271.568,,2836.575,43.6,267.029,regional_rural_banks,jammu and kashmir,2014-04-01,2015-03-01,bank_type_bank,2014-04-01,2015-03-01
7,4097.767,8509.724,5086.272,26116.048,1501.428,65143.401,40.1,,scheduled_commercial_banks,jammu and kashmir,2014-04-01,2015-03-01,bank_type_bank,2014-04-01,2015-03-01
8,,,,1369.381,,3032.2,45.2,268.986,regional_rural_banks,jammu and kashmir,2015-04-01,2016-03-01,bank_type_bank,2015-04-01,2016-03-01
9,5170.992,10368.169,5868.775,30419.816,1598.263,72088.118,42.2,,scheduled_commercial_banks,jammu and kashmir,2015-04-01,2016-03-01,bank_type_bank,2015-04-01,2016-03-01
10,,,,1692.163,,3531.046,47.9,318.87,regional_rural_banks,jammu and kashmir,2016-04-01,2017-03-01,bank_type_bank,2016-04-01,2017-03-01
11,5366.124,13009.118,6162.214,34625.772,1668.688,78543.77,44.2,,scheduled_commercial_banks,jammu and kashmir,2016-04-01,2017-03-01,bank_type_bank,2016-04-01,2017-03-01
12,,,,1672.601,,3941.86,42.4,320.826,regional_rural_banks,jammu and kashmir,2017-04-01,2018-03-01,bank_type_bank,2017-04-01,2018-03-01
13,5463.69,14476.311,6162.214,36380.535,1702.923,91304.443,39.8,,scheduled_commercial_banks,jammu and kashmir,2017-04-01,2018-03-01,bank_type_bank,2017-04-01,2018-03-01
14,,,,1956.258,,4499.394,43.5,352.126,regional_rural_banks,jammu and kashmir,2018-04-01,2019-03-01,bank_type_bank,2018-04-01,2019-03-01
15,6146.651,18584.454,7727.22,43624.56,1744.004,101725.431,42.9,,scheduled_commercial_banks,jammu and kashmir,2018-04-01,2019-03-01,bank_type_bank,2018-04-01,2019-03-01
16,,,,2264.369,,4754.686,47.6,335.498,regional_rural_banks,jammu and kashmir,2019-04-01,2020-03-01,bank_type_bank,2019-04-01,2020-03-01
17,6725.217,24209.674,8638.837,53094.806,1789.976,115538.571,45.5,,scheduled_commercial_banks,jammu and kashmir,2019-04-01,2020-03-01,bank_type_bank,2019-04-01,2020-03-01
18,,,,2626.0,,5190.0,50.6,337.0,regional_rural_banks,jammu and kashmir,2020-04-01,2021-03-01,bank_type_bank,2020-04-01,2021-03-01
19,7240.0,28313.0,9538.0,59202.0,1767.0,128026.0,45.8,,scheduled_commercial_banks,jammu and kashmir,2020-04-01,2021-03-01,bank_type_bank,2020-04-01,2021-03-01
20,,,,3084.0,,5668.0,54.4,345.0,regional_rural_banks,jammu and kashmir,2021-04-01,2022-03-01,bank_type_bank,2021-04-01,2022-03-01
21,9039.0,34569.0,,69908.0,1800.0,142897.0,48.5,,scheduled_commercial_banks,jammu and kashmir,2021-04-01,2022-03-01,bank_type_bank,2021-04-01,2022-03-01
22,,,,700.0,,1600.0,42.6,156.0,regional_rural_banks,himachal pradesh,2011-04-01,2012-03-01,bank_type_bank,2011-04-01,2012-03-01
23,2400.0,3900.0,5800.0,13500.0,1077.0,32400.0,41.6,,scheduled_commercial_banks,himachal pradesh,2011-04-01,2012-03-01,bank_type_bank,2011-04-01,2012-03-01
24,,,,800.0,,1900.0,42.8,160.0,regional_rural_banks,himachal pradesh,2012-04-01,2013-03-01,bank_type_bank,2012-04-01,2013-03-01
25,2800.0,4100.0,5700.0,14800.0,1164.0,38000.0,38.9,,scheduled_commercial_banks,himachal pradesh,2012-04-01,2013-03-01,bank_type_bank,2012-04-01,2013-03-01
26,,,,900.0,,2100.0,43.4,187.0,regional_rural_banks,himachal pradesh,2013-04-01,2014-03-01,bank_type_bank,2013-04-01,2014-03-01
27,3300.0,4400.0,6300.0,15800.0,1264.0,45000.0,35.1,,scheduled_commercial_banks,himachal pradesh,2013-04-01,2014-03-01,bank_type_bank,2013-04-01,2014-03-01
28,,,,1000.0,,2500.0,39.3,188.0,regional_rural_banks,himachal pradesh,2014-04-01,2015-03-01,bank_type_bank,2014-04-01,2015-03-01
29,4100.0,5700.0,5000.0,18600.0,1386.0,52000.0,35.8,,scheduled_commercial_banks,himachal pradesh,2014-04-01,2015-03-01,bank_type_bank,2014-04-01,2015-03-01
30,,,,1000.0,,3000.0,33.3,188.0,regional_rural_banks,himachal pradesh,2015-04-01,2016-03-01,bank_type_bank,2015-04-01,2016-03-01
31,4500.0,6000.0,5300.0,21100.0,1466.0,59900.0,35.3,,scheduled_commercial_banks,himachal pradesh,2015-04-01,2016-03-01,bank_type_bank,2015-04-01,2016-03-01
32,,,,1170.0,,3260.0,35.9,188.0,regional_rural_banks,himachal pradesh,2016-04-01,2017-03-01,bank_type_bank,2016-04-01,2017-03-01
33,5900.0,6400.0,4700.0,21800.0,1510.0,66300.0,32.9,,scheduled_commercial_banks,himachal pradesh,2016-04-01,2017-03-01,bank_type_bank,2016-04-01,2017-03-01
34,,,,1290.0,,3970.0,32.5,186.0,regional_rural_banks,himachal pradesh,2017-04-01,2018-03-01,bank_type_bank,2017-04-01,2018-03-01
35,5700.0,7900.0,4400.0,23339.0,1542.0,78523.0,29.7,,scheduled_commercial_banks,himachal pradesh,2017-04-01,2018-03-01,bank_type_bank,2017-04-01,2018-03-01
36,,,,1400.0,,4300.0,32.6,187.0,regional_rural_banks,himachal pradesh,2018-04-01,2019-03-01,bank_type_bank,2018-04-01,2019-03-01
37,5800.0,9500.0,4600.0,26400.0,1531.0,84900.0,31.1,,scheduled_commercial_banks,himachal pradesh,2018-04-01,2019-03-01,bank_type_bank,2018-04-01,2019-03-01
38,,,,1848.0,,5098.0,36.3,269.0,regional_rural_banks,himachal pradesh,2019-04-01,2020-03-01,bank_type_bank,2019-04-01,2020-03-01
39,6560.0,11112.0,4641.0,30332.0,1635.0,95529.0,30.8,,scheduled_commercial_banks,himachal pradesh,2019-04-01,2020-03-01,bank_type_bank,2019-04-01,2020-03-01
40,,,,2117.0,,5811.0,36.4,270.0,regional_rural_banks,himachal pradesh,2020-04-01,2021-03-01,bank_type_bank,2020-04-01,2021-03-01
41,6525.0,12446.0,5034.0,32327.0,1652.0,103545.0,30.2,,scheduled_commercial_banks,himachal pradesh,2020-04-01,2021-03-01,bank_type_bank,2020-04-01,2021-03-01
42,,,,2443.0,,6478.0,37.7,270.0,regional_rural_banks,himachal pradesh,2021-04-01,2022-03-01,bank_type_bank,2021-04-01,2022-03-01
43,6879.0,14569.0,5748.0,35899.0,1683.0,112344.0,30.9,,scheduled_commercial_banks,himachal pradesh,2021-04-01,2022-03-01,bank_type_bank,2021-04-01,2022-03-01
44,,,,2100.0,,3000.0,69.4,251.0,regional_rural_banks,punjab,2011-04-01,2012-03-01,bank_type_bank,2011-04-01,2012-03-01
45,26300.0,17900.0,64400.0,119000.0,3895.0,152800.0,77.8,,scheduled_commercial_banks,punjab,2011-04-01,2012-03-01,bank_type_bank,2011-04-01,2012-03-01
46,,,,2600.0,,3500.0,74.8,277.0,regional_rural_banks,punjab,2012-04-01,2013-03-01,bank_type_bank,2012-04-01,2013-03-01
47,31200.0,18600.0,56500.0,139900.0,4346.0,172900.0,80.9,,scheduled_commercial_banks,punjab,2012-04-01,2013-03-01,bank_type_bank,2012-04-01,2013-03-01
48,,,,3100.0,,3900.0,79.9,300.0,regional_rural_banks,punjab,2013-04-01,2014-03-01,bank_type_bank,2013-04-01,2014-03-01
49,36700.0,20500.0,64700.0,163000.0,4854.0,199800.0,81.6,,scheduled_commercial_banks,punjab,2013-04-01,2014-03-01,bank_type_bank,2013-04-01,2014-03-01
50,,,,3700.0,,4500.0,82.2,311.0,regional_rural_banks,punjab,2014-04-01,2015-03-01,bank_type_bank,2014-04-01,2015-03-01
51,50000.0,26700.0,66500.0,182000.0,5547.0,230000.0,79.1,,scheduled_commercial_banks,punjab,2014-04-01,2015-03-01,bank_type_bank,2014-04-01,2015-03-01
52,,,,4500.0,,5200.0,86.5,367.0,regional_rural_banks,punjab,2015-04-01,2016-03-01,bank_type_bank,2015-04-01,2016-03-01
53,57200.0,28500.0,70900.0,196600.0,6024.0,262000.0,75.1,,scheduled_commercial_banks,punjab,2015-04-01,2016-03-01,bank_type_bank,2015-04-01,2016-03-01
54,,,,5240.0,,6070.0,86.3,387.0,regional_rural_banks,punjab,2016-04-01,2017-03-01,bank_type_bank,2016-04-01,2017-03-01
55,62000.0,31200.0,67700.0,202400.0,6168.0,290100.0,69.8,,scheduled_commercial_banks,punjab,2016-04-01,2017-03-01,bank_type_bank,2016-04-01,2017-03-01
56,,,,5850.0,,7200.0,81.3,403.0,regional_rural_banks,punjab,2017-04-01,2018-03-01,bank_type_bank,2017-04-01,2018-03-01
57,66400.0,35600.0,65100.0,228314.0,6366.0,330956.0,69.0,,scheduled_commercial_banks,punjab,2017-04-01,2018-03-01,bank_type_bank,2017-04-01,2018-03-01
58,,,,6400.0,,7300.0,87.7,422.0,regional_rural_banks,punjab,2018-04-01,2019-03-01,bank_type_bank,2018-04-01,2019-03-01
59,71100.0,42900.0,70600.0,220900.0,6474.0,347800.0,63.5,,scheduled_commercial_banks,punjab,2018-04-01,2019-03-01,bank_type_bank,2018-04-01,2019-03-01
60,,,,6702.0,,8156.0,82.2,421.0,regional_rural_banks,punjab,2019-04-01,2020-03-01,bank_type_bank,2019-04-01,2020-03-01
61,69234.0,48503.0,61008.0,236211.0,6614.0,379577.0,60.3,,scheduled_commercial_banks,punjab,2019-04-01,2020-03-01,bank_type_bank,2019-04-01,2020-03-01
62,,,,6846.0,,8860.0,77.3,426.0,regional_rural_banks,punjab,2020-04-01,2021-03-01,bank_type_bank,2020-04-01,2021-03-01
63,67532.0,56495.0,58150.0,244057.0,6735.0,410987.0,57.1,,scheduled_commercial_banks,punjab,2020-04-01,2021-03-01,bank_type_bank,2020-04-01,2021-03-01
64,,,,7627.0,,10133.0,75.3,429.0,regional_rural_banks,punjab,2021-04-01,2022-03-01,bank_type_bank,2021-04-01,2022-03-01
65,66375.0,64554.0,61886.0,263532.0,6700.0,459027.0,55.0,,scheduled_commercial_banks,punjab,2021-04-01,2022-03-01,bank_type_bank,2021-04-01,2022-03-01
66,,,,,,,,,regional_rural_banks,chandigarh,2011-04-01,2012-03-01,bank_type_bank,2011-04-01,2012-03-01
67,6600.0,5000.0,17500.0,46200.0,337.0,38000.0,121.6,,scheduled_commercial_banks,chandigarh,2011-04-01,2012-03-01,bank_type_bank,2011-04-01,2012-03-01
68,,,,,,,,,regional_rural_banks,chandigarh,2012-04-01,2013-03-01,bank_type_bank,2012-04-01,2013-03-01
69,4400.0,5800.0,23000.0,45500.0,363.0,39400.0,115.5,,scheduled_commercial_banks,chandigarh,2012-04-01,2013-03-01,bank_type_bank,2012-04-01,2013-03-01
70,,,,,,,,,regional_rural_banks,chandigarh,2013-04-01,2014-03-01,bank_type_bank,2013-04-01,2014-03-01
71,4800.0,6000.0,29600.0,57900.0,383.0,45400.0,127.5,,scheduled_commercial_banks,chandigarh,2013-04-01,2014-03-01,bank_type_bank,2013-04-01,2014-03-01
72,,,,,,,,,regional_rural_banks,chandigarh,2014-04-01,2015-03-01,bank_type_bank,2014-04-01,2015-03-01
73,3700.0,6300.0,33100.0,57900.0,408.0,48300.0,120.0,,scheduled_commercial_banks,chandigarh,2014-04-01,2015-03-01,bank_type_bank,2014-04-01,2015-03-01
74,,,,,,,,,regional_rural_banks,chandigarh,2015-04-01,2016-03-01,bank_type_bank,2015-04-01,2016-03-01
75,2500.0,7600.0,36300.0,58700.0,439.0,55400.0,105.9,,scheduled_commercial_banks,chandigarh,2015-04-01,2016-03-01,bank_type_bank,2015-04-01,2016-03-01
76,,,,,,,,,regional_rural_banks,chandigarh,2016-04-01,2017-03-01,bank_type_bank,2016-04-01,2017-03-01
77,2500.0,8000.0,32000.0,54400.0,433.0,55600.0,97.8,,scheduled_commercial_banks,chandigarh,2016-04-01,2017-03-01,bank_type_bank,2016-04-01,2017-03-01
78,,,,,,,,,regional_rural_banks,chandigarh,2017-04-01,2018-03-01,bank_type_bank,2017-04-01,2018-03-01
79,2100.0,9100.0,33800.0,60025.0,444.0,59618.0,100.7,,scheduled_commercial_banks,chandigarh,2017-04-01,2018-03-01,bank_type_bank,2017-04-01,2018-03-01
80,,,,,,,,,regional_rural_banks,chandigarh,2018-04-01,2019-03-01,bank_type_bank,2018-04-01,2019-03-01
81,2500.0,10300.0,34900.0,69700.0,441.0,61900.0,112.5,,scheduled_commercial_banks,chandigarh,2018-04-01,2019-03-01,bank_type_bank,2018-04-01,2019-03-01
82,,,,,,,,,regional_rural_banks,chandigarh,2019-04-01,2020-03-01,bank_type_bank,2019-04-01,2020-03-01
83,3755.0,11386.0,36896.0,77956.0,442.0,68300.0,111.4,,scheduled_commercial_banks,chandigarh,2019-04-01,2020-03-01,bank_type_bank,2019-04-01,2020-03-01
84,,,,,,,,,regional_rural_banks,chandigarh,2020-04-01,2021-03-01,bank_type_bank,2020-04-01,2021-03-01
85,2840.0,13326.0,36404.0,78002.0,454.0,72552.0,108.5,,scheduled_commercial_banks,chandigarh,2020-04-01,2021-03-01,bank_type_bank,2020-04-01,2021-03-01
86,,,,,,,,,regional_rural_banks,chandigarh,2021-04-01,2022-03-01,bank_type_bank,2021-04-01,2022-03-01
87,1414.0,14834.0,30877.0,80793.0,442.0,81320.0,96.1,,scheduled_commercial_banks,chandigarh,2021-04-01,2022-03-01,bank_type_bank,2021-04-01,2022-03-01
88,,,,900.0,,1600.0,55.5,190.0,regional_rural_banks,uttarakhand,2011-04-01,2012-03-01,bank_type_bank,2011-04-01,2012-03-01
89,3600.0,5500.0,5500.0,17200.0,1278.0,48700.0,35.4,,scheduled_commercial_banks,uttarakhand,2011-04-01,2012-03-01,bank_type_bank,2011-04-01,2012-03-01
90,,,,1000.0,,1800.0,55.1,214.0,regional_rural_banks,uttarakhand,2012-04-01,2013-03-01,bank_type_bank,2012-04-01,2013-03-01
91,4200.0,6100.0,6800.0,20100.0,1450.0,56400.0,35.6,,scheduled_commercial_banks,uttarakhand,2012-04-01,2013-03-01,bank_type_bank,2012-04-01,2013-03-01
92,,,,1200.0,,2200.0,57.6,231.0,regional_rural_banks,uttarakhand,2013-04-01,2014-03-01,bank_type_bank,2013-04-01,2014-03-01
93,4800.0,7200.0,7200.0,23000.0,1586.0,65900.0,34.8,,scheduled_commercial_banks,uttarakhand,2013-04-01,2014-03-01,bank_type_bank,2013-04-01,2014-03-01
94,,,,1500.0,,2500.0,61.3,243.0,regional_rural_banks,uttarakhand,2014-04-01,2015-03-01,bank_type_bank,2014-04-01,2015-03-01
95,6400.0,8600.0,6800.0,27100.0,1739.0,76000.0,35.6,,scheduled_commercial_banks,uttarakhand,2014-04-01,2015-03-01,bank_type_bank,2014-04-01,2015-03-01
96,,,,1800.0,,2900.0,62.1,262.0,regional_rural_banks,uttarakhand,2015-04-01,2016-03-01,bank_type_bank,2015-04-01,2016-03-01
97,6800.0,9700.0,7000.0,30600.0,1903.0,88600.0,34.5,,scheduled_commercial_banks,uttarakhand,2015-04-01,2016-03-01,bank_type_bank,2015-04-01,2016-03-01
98,,,,1950.0,,3210.0,60.7,288.0,regional_rural_banks,uttarakhand,2016-04-01,2017-03-01,bank_type_bank,2016-04-01,2017-03-01
99,7300.0,11600.0,6900.0,33700.0,1978.0,96500.0,34.9,,scheduled_commercial_banks,uttarakhand,2016-04-01,2017-03-01,bank_type_bank,2016-04-01,2017-03-01
100,,,,1990.0,,4010.0,49.6,292.0,regional_rural_banks,uttarakhand,2017-04-01,2018-03-01,bank_type_bank,2017-04-01,2018-03-01
101,8000.0,13500.0,8800.0,39094.0,2029.0,114114.0,34.3,,scheduled_commercial_banks,uttarakhand,2017-04-01,2018-03-01,bank_type_bank,2017-04-01,2018-03-01
102,,,,2100.0,,4400.0,47.7,292.0,regional_rural_banks,uttarakhand,2018-04-01,2019-03-01,bank_type_bank,2018-04-01,2019-03-01
103,8200.0,16700.0,9900.0,44600.0,2049.0,122500.0,36.4,,scheduled_commercial_banks,uttarakhand,2018-04-01,2019-03-01,bank_type_bank,2018-04-01,2019-03-01
104,,,,2458.0,,4992.0,49.2,287.0,regional_rural_banks,uttarakhand,2019-04-01,2020-03-01,bank_type_bank,2019-04-01,2020-03-01
105,8639.0,19563.0,11596.0,53036.0,2126.0,137040.0,37.6,,scheduled_commercial_banks,uttarakhand,2019-04-01,2020-03-01,bank_type_bank,2019-04-01,2020-03-01
106,,,,2438.0,,5482.0,44.5,287.0,regional_rural_banks,uttarakhand,2020-04-01,2021-03-01,bank_type_bank,2020-04-01,2021-03-01
107,8493.0,22591.0,12309.0,56551.0,2194.0,149549.0,36.5,,scheduled_commercial_banks,uttarakhand,2020-04-01,2021-03-01,bank_type_bank,2020-04-01,2021-03-01
108,,,,2608.0,,6024.0,43.3,287.0,regional_rural_banks,uttarakhand,2021-04-01,2022-03-01,bank_type_bank,2021-04-01,2022-03-01
109,8216.0,25461.0,12779.0,60740.0,2220.0,165333.0,35.3,,scheduled_commercial_banks,uttarakhand,2021-04-01,2022-03-01,bank_type_bank,2021-04-01,2022-03-01
110,,,,5100.0,,7400.0,69.0,416.0,regional_rural_banks,haryana,2011-04-01,2012-03-01,bank_type_bank,2011-04-01,2012-03-01
111,19400.0,20600.0,38700.0,92800.0,2690.0,129400.0,71.7,,scheduled_commercial_banks,haryana,2011-04-01,2012-03-01,bank_type_bank,2011-04-01,2012-03-01
112,,,,4900.0,,7000.0,69.4,446.0,regional_rural_banks,haryana,2012-04-01,2013-03-01,bank_type_bank,2012-04-01,2013-03-01
113,23100.0,19500.0,51800.0,115800.0,3022.0,145800.0,79.4,,scheduled_commercial_banks,haryana,2012-04-01,2013-03-01,bank_type_bank,2012-04-01,2013-03-01
114,,,,5500.0,,8500.0,65.4,508.0,regional_rural_banks,haryana,2013-04-01,2014-03-01,bank_type_bank,2013-04-01,2014-03-01
115,25800.0,23100.0,57200.0,129700.0,3412.0,169400.0,76.5,,scheduled_commercial_banks,haryana,2013-04-01,2014-03-01,bank_type_bank,2013-04-01,2014-03-01
116,,,,5800.0,,8700.0,66.8,542.0,regional_rural_banks,haryana,2014-04-01,2015-03-01,bank_type_bank,2014-04-01,2015-03-01
117,33200.0,31800.0,59200.0,150900.0,3962.0,193300.0,78.1,,scheduled_commercial_banks,haryana,2014-04-01,2015-03-01,bank_type_bank,2014-04-01,2015-03-01
118,,,,6300.0,,9000.0,70.0,597.0,regional_rural_banks,haryana,2015-04-01,2016-03-01,bank_type_bank,2015-04-01,2016-03-01
119,34800.0,37600.0,65000.0,168900.0,4407.0,222700.0,75.8,,scheduled_commercial_banks,haryana,2015-04-01,2016-03-01,bank_type_bank,2015-04-01,2016-03-01
120,,,,6990.0,,9900.0,71.3,610.0,regional_rural_banks,haryana,2016-04-01,2017-03-01,bank_type_bank,2016-04-01,2017-03-01
121,39500.0,42000.0,63400.0,176500.0,4567.0,252600.0,69.9,,scheduled_commercial_banks,haryana,2016-04-01,2017-03-01,bank_type_bank,2016-04-01,2017-03-01
122,,,,7670.0,,11840.0,64.8,642.0,regional_rural_banks,haryana,2017-04-01,2018-03-01,bank_type_bank,2017-04-01,2018-03-01
123,43600.0,49700.0,68100.0,183071.0,4762.0,309629.0,59.1,,scheduled_commercial_banks,haryana,2017-04-01,2018-03-01,bank_type_bank,2017-04-01,2018-03-01
124,,,,8800.0,,13500.0,65.2,664.0,regional_rural_banks,haryana,2018-04-01,2019-03-01,bank_type_bank,2018-04-01,2019-03-01
125,47900.0,61900.0,67200.0,214900.0,4842.0,366400.0,58.6,,scheduled_commercial_banks,haryana,2018-04-01,2019-03-01,bank_type_bank,2018-04-01,2019-03-01
126,,,,9524.0,,14548.0,65.5,666.0,regional_rural_banks,haryana,2019-04-01,2020-03-01,bank_type_bank,2019-04-01,2020-03-01
127,50376.0,70184.0,74907.0,278875.0,5008.0,409974.0,61.1,,scheduled_commercial_banks,haryana,2019-04-01,2020-03-01,bank_type_bank,2019-04-01,2020-03-01
128,,,,10152.0,,16189.0,62.7,666.0,regional_rural_banks,haryana,2020-04-01,2021-03-01,bank_type_bank,2020-04-01,2021-03-01
129,50436.0,83109.0,83374.0,308058.0,5224.0,475352.0,54.8,,scheduled_commercial_banks,haryana,2020-04-01,2021-03-01,bank_type_bank,2020-04-01,2021-03-01
130,,,,10696.0,,17652.0,60.6,666.0,regional_rural_banks,haryana,2021-04-01,2022-03-01,bank_type_bank,2021-04-01,2022-03-01
131,51275.0,94627.0,85225.0,321936.0,5225.0,538565.0,53.4,,scheduled_commercial_banks,haryana,2021-04-01,2022-03-01,bank_type_bank,2021-04-01,2022-03-01
132,,,,,,,,,regional_rural_banks,delhi,2011-04-01,2012-03-01,bank_type_bank,2011-04-01,2012-03-01
133,20300.0,50100.0,225100.0,552000.0,2629.0,635900.0,86.8,,scheduled_commercial_banks,delhi,2011-04-01,2012-03-01,bank_type_bank,2011-04-01,2012-03-01
134,,,,,,,,,regional_rural_banks,delhi,2012-04-01,2013-03-01,bank_type_bank,2012-04-01,2013-03-01
135,19800.0,58000.0,322100.0,653700.0,2876.0,684100.0,95.6,,scheduled_commercial_banks,delhi,2012-04-01,2013-03-01,bank_type_bank,2012-04-01,2013-03-01
136,,,,,,,,,regional_rural_banks,delhi,2013-04-01,2014-03-01,bank_type_bank,2013-04-01,2014-03-01
137,16300.0,58000.0,391800.0,734600.0,3045.0,752200.0,97.7,,scheduled_commercial_banks,delhi,2013-04-01,2014-03-01,bank_type_bank,2013-04-01,2014-03-01
138,,,,,,,,,regional_rural_banks,delhi,2014-04-01,2015-03-01,bank_type_bank,2014-04-01,2015-03-01
139,27900.0,73100.0,493100.0,844400.0,3255.0,814700.0,103.7,,scheduled_commercial_banks,delhi,2014-04-01,2015-03-01,bank_type_bank,2014-04-01,2015-03-01
140,,,,,,,,,regional_rural_banks,delhi,2015-04-01,2016-03-01,bank_type_bank,2015-04-01,2016-03-01
141,20500.0,66100.0,515400.0,907300.0,3447.0,884400.0,102.6,,scheduled_commercial_banks,delhi,2015-04-01,2016-03-01,bank_type_bank,2015-04-01,2016-03-01
142,,,,,,,,,regional_rural_banks,delhi,2016-04-01,2017-03-01,bank_type_bank,2016-04-01,2017-03-01
143,24600.0,78600.0,565300.0,970500.0,3511.0,967000.0,100.4,,scheduled_commercial_banks,delhi,2016-04-01,2017-03-01,bank_type_bank,2016-04-01,2017-03-01
144,,,,,,,,,regional_rural_banks,delhi,2017-04-01,2018-03-01,bank_type_bank,2017-04-01,2018-03-01
145,20400.0,84600.0,562300.0,965047.0,3615.0,1092455.0,88.3,,scheduled_commercial_banks,delhi,2017-04-01,2018-03-01,bank_type_bank,2017-04-01,2018-03-01
146,,,,,,,,,regional_rural_banks,delhi,2018-04-01,2019-03-01,bank_type_bank,2018-04-01,2019-03-01
147,33400.0,99300.0,594600.0,1077000.0,3613.0,1144600.0,94.1,,scheduled_commercial_banks,delhi,2018-04-01,2019-03-01,bank_type_bank,2018-04-01,2019-03-01
148,,,,0.0,,,,,regional_rural_banks,delhi,2019-04-01,2020-03-01,bank_type_bank,2019-04-01,2020-03-01
149,35522.0,100540.0,671544.0,1314165.0,3716.0,1210108.0,107.4,,scheduled_commercial_banks,delhi,2019-04-01,2020-03-01,bank_type_bank,2019-04-01,2020-03-01
150,,,,0.0,,,,,regional_rural_banks,delhi,2020-04-01,2021-03-01,bank_type_bank,2020-04-01,2021-03-01
151,30271.0,116885.0,669143.0,1370412.0,3825.0,1238245.0,110.2,,scheduled_commercial_banks,delhi,2020-04-01,2021-03-01,bank_type_bank,2020-04-01,2021-03-01
152,,,,0.0,,,,,regional_rural_banks,delhi,2021-04-01,2022-03-01,bank_type_bank,2021-04-01,2022-03-01
153,24771.0,123903.0,618927.0,1353058.0,3747.0,1400864.0,93.9,,scheduled_commercial_banks,delhi,2021-04-01,2022-03-01,bank_type_bank,2021-04-01,2022-03-01
154,,,,7100.0,,9800.0,71.8,1049.0,regional_rural_banks,rajasthan,2011-04-01,2012-03-01,bank_type_bank,2011-04-01,2012-03-01
155,26800.0,20800.0,49500.0,115700.0,4507.0,128000.0,90.4,,scheduled_commercial_banks,rajasthan,2011-04-01,2012-03-01,bank_type_bank,2011-04-01,2012-03-01
156,,,,8200.0,,11400.0,72.3,1100.0,regional_rural_banks,rajasthan,2012-04-01,2013-03-01,bank_type_bank,2012-04-01,2013-03-01
157,33200.0,22700.0,56400.0,136900.0,4936.0,150600.0,90.9,,scheduled_commercial_banks,rajasthan,2012-04-01,2013-03-01,bank_type_bank,2012-04-01,2013-03-01
158,,,,9300.0,,12400.0,74.7,1159.0,regional_rural_banks,rajasthan,2013-04-01,2014-03-01,bank_type_bank,2013-04-01,2014-03-01
159,41200.0,27400.0,74200.0,163200.0,5359.0,176300.0,92.6,,scheduled_commercial_banks,rajasthan,2013-04-01,2014-03-01,bank_type_bank,2013-04-01,2014-03-01
160,,,,10300.0,,13600.0,75.9,1198.0,regional_rural_banks,rajasthan,2014-04-01,2015-03-01,bank_type_bank,2014-04-01,2015-03-01
161,50800.0,31800.0,67000.0,175300.0,5907.0,201300.0,87.1,,scheduled_commercial_banks,rajasthan,2014-04-01,2015-03-01,bank_type_bank,2014-04-01,2015-03-01
162,,,,11800.0,,15300.0,77.1,1324.0,regional_rural_banks,rajasthan,2015-04-01,2016-03-01,bank_type_bank,2015-04-01,2016-03-01
163,56400.0,38000.0,76100.0,203000.0,6426.0,235500.0,86.2,,scheduled_commercial_banks,rajasthan,2015-04-01,2016-03-01,bank_type_bank,2015-04-01,2016-03-01
164,,,,13600.0,,17000.0,79.0,1403.0,regional_rural_banks,rajasthan,2016-04-01,2017-03-01,bank_type_bank,2016-04-01,2017-03-01
165,66000.0,47500.0,39900.0,187500.0,6805.0,258900.0,72.4,,scheduled_commercial_banks,rajasthan,2016-04-01,2017-03-01,bank_type_bank,2016-04-01,2017-03-01
166,,,,15210.0,,21300.0,71.4,1489.0,regional_rural_banks,rajasthan,2017-04-01,2018-03-01,bank_type_bank,2017-04-01,2018-03-01
167,75900.0,56900.0,42200.0,212779.0,7011.0,313673.0,67.8,,scheduled_commercial_banks,rajasthan,2017-04-01,2018-03-01,bank_type_bank,2017-04-01,2018-03-01
168,,,,17300.0,,22900.0,75.5,1551.0,regional_rural_banks,rajasthan,2018-04-01,2019-03-01,bank_type_bank,2018-04-01,2019-03-01
169,84200.0,70500.0,49000.0,255700.0,7184.0,334000.0,76.6,,scheduled_commercial_banks,rajasthan,2018-04-01,2019-03-01,bank_type_bank,2018-04-01,2019-03-01
170,,,,19781.0,,26238.0,75.4,1575.0,regional_rural_banks,rajasthan,2019-04-01,2020-03-01,bank_type_bank,2019-04-01,2020-03-01
