,Credit to agriculture,Personal loans,Credit to industry,Credit,Distribution of offices,Deposits,Credit-Deposit ratio,Number of Branches,,state,start,end,bank type,start_date,end_date
345,2200.0,2900.0,1400.0,9000.0,455.0,22000.0,40.7,,scheduled_commercial_banks,tripura,2018-04-01,2019-03-01,bank_type_bank,2018-04-01,2019-03-01
346,,,,2576.0,,6692.0,38.5,149.0,regional_rural_banks,tripura,2019-04-01,2020-03-01,bank_type_bank,2019-04-01,2020-03-01
347,3001.0,3617.0,1107.0,10463.0,463.0,24880.0,41.7,,scheduled_commercial_banks,tripura,2019-04-01,2020-03-01,bank_type_bank,2019-04-01,2020-03-01
348,,,,2747.0,,7190.0,38.2,149.0,regional_rural_banks,tripura,2020-04-01,2021-03-01,bank_type_bank,2020-04-01,2021-03-01
349,2835.0,4248.0,883.0,11346.0,565.0,26487.0,42.5,,scheduled_commercial_banks,tripura,2020-04-01,2021-03-01,bank_type_bank,2020-04-01,2021-03-01
350,,,,2705.0,,7567.0,35.7,149.0,regional_rural_banks,tripura,2021-04-01,2022-03-01,bank_type_bank,2021-04-01,2022-03-01
351,2483.0,4873.0,907.0,12093.0,579.0,28400.0,42.1,,scheduled_commercial_banks,tripura,2021-04-01,2022-03-01,bank_type_bank,2021-04-01,2022-03-01
352,,,,200.0,,700.0,31.9,55.0,regional_rural_banks,meghalaya,2011-04-01,2012-03-01,bank_type_bank,2011-04-01,2012-03-01
353,200.0,1000.0,900.0,2300.0,221.0,9600.0,24.4,,scheduled_commercial_banks,meghalaya,2011-04-01,2012-03-01,bank_type_bank,2011-04-01,2012-03-01
354,,,,300.0,,800.0,34.4,55.0,regional_rural_banks,meghalaya,2012-04-01,2013-03-01,bank_type_bank,2012-04-01,2013-03-01
355,300.0,1100.0,1000.0,2900.0,237.0,11100.0,25.8,,scheduled_commercial_banks,meghalaya,2012-04-01,2013-03-01,bank_type_bank,2012-04-01,2013-03-01
356,,,,400.0,,1000.0,37.9,55.0,regional_rural_banks,meghalaya,2013-04-01,2014-03-01,bank_type_bank,2013-04-01,2014-03-01
357,300.0,1200.0,1200.0,3300.0,256.0,13700.0,24.0,,scheduled_commercial_banks,meghalaya,2013-04-01,2014-03-01,bank_type_bank,2013-04-01,2014-03-01
358,,,,400.0,,1000.0,45.9,55.0,regional_rural_banks,meghalaya,2014-04-01,2015-03-01,bank_type_bank,2014-04-01,2015-03-01
359,700.0,1300.0,1400.0,4000.0,286.0,14600.0,27.4,,scheduled_commercial_banks,meghalaya,2014-04-01,2015-03-01,bank_type_bank,2014-04-01,2015-03-01
360,,,,600.0,,1100.0,54.5,62.0,regional_rural_banks,meghalaya,2015-04-01,2016-03-01,bank_type_bank,2015-04-01,2016-03-01
361,500.0,1800.0,1200.0,4300.0,294.0,16600.0,25.9,,scheduled_commercial_banks,meghalaya,2015-04-01,2016-03-01,bank_type_bank,2015-04-01,2016-03-01
362,,,,620.0,,1240.0,50.0,79.0,regional_rural_banks,meghalaya,2016-04-01,2017-03-01,bank_type_bank,2016-04-01,2017-03-01
363,900.0,1900.0,800.0,4400.0,319.0,18100.0,24.8,,scheduled_commercial_banks,meghalaya,2016-04-01,2017-03-01,bank_type_bank,2016-04-01,2017-03-01
364,,,,660.0,,1800.0,36.7,91.0,regional_rural_banks,meghalaya,2017-04-01,2018-03-01,bank_type_bank,2017-04-01,2018-03-01
365,700.0,2500.0,900.0,5290.0,338.0,20450.0,25.9,,scheduled_commercial_banks,meghalaya,2017-04-01,2018-03-01,bank_type_bank,2017-04-01,2018-03-01
366,,,,700.0,,1800.0,38.9,93.0,regional_rural_banks,meghalaya,2018-04-01,2019-03-01,bank_type_bank,2018-04-01,2019-03-01
367,800.0,3100.0,1100.0,5800.0,343.0,21500.0,27.2,,scheduled_commercial_banks,meghalaya,2018-04-01,2019-03-01,bank_type_bank,2018-04-01,2019-03-01
368,,,,701.0,,2136.0,32.8,94.0,regional_rural_banks,meghalaya,2019-04-01,2020-03-01,bank_type_bank,2019-04-01,2020-03-01
369,1230.0,3552.0,1148.0,7448.0,346.0,24063.0,26.9,,scheduled_commercial_banks,meghalaya,2019-04-01,2020-03-01,bank_type_bank,2019-04-01,2020-03-01
370,,,,756.0,,2252.0,33.6,93.0,regional_rural_banks,meghalaya,2020-04-01,2021-03-01,bank_type_bank,2020-04-01,2021-03-01
371,572.0,4318.0,2175.0,8435.0,364.0,23756.0,35.3,,scheduled_commercial_banks,meghalaya,2020-04-01,2021-03-01,bank_type_bank,2020-04-01,2021-03-01
372,,,,842.0,,2678.0,31.4,93.0,regional_rural_banks,meghalaya,2021-04-01,2022-03-01,bank_type_bank,2021-04-01,2022-03-01
373,561.0,5056.0,1848.0,9785.0,367.0,25821.0,37.6,,scheduled_commercial_banks,meghalaya,2021-04-01,2022-03-01,bank_type_bank,2021-04-01,2022-03-01
374,,,,2200.0,,4700.0,48.0,409.0,regional_rural_banks,assam,2011-04-01,2012-03-01,bank_type_bank,2011-04-01,2012-03-01
375,2900.0,9100.0,4100.0,21400.0,1546.0,58500.0,36.5,,scheduled_commercial_banks,assam,2011-04-01,2012-03-01,bank_type_bank,2011-04-01,2012-03-01
376,,,,2800.0,,5200.0,53.7,407.0,regional_rural_banks,assam,2012-04-01,2013-03-01,bank_type_bank,2012-04-01,2013-03-01
377,4000.0,10400.0,5300.0,25100.0,1639.0,66600.0,37.7,,scheduled_commercial_banks,assam,2012-04-01,2013-03-01,bank_type_bank,2012-04-01,2013-03-01
378,,,,3300.0,,5800.0,56.4,408.0,regional_rural_banks,assam,2013-04-01,2014-03-01,bank_type_bank,2013-04-01,2014-03-01
379,5400.0,9700.0,6100.0,28500.0,1749.0,76700.0,37.2,,scheduled_commercial_banks,assam,2013-04-01,2014-03-01,bank_type_bank,2013-04-01,2014-03-01
380,,,,3800.0,,6800.0,55.8,408.0,regional_rural_banks,assam,2014-04-01,2015-03-01,bank_type_bank,2014-04-01,2015-03-01
381,6300.0,12800.0,6200.0,31600.0,1945.0,83800.0,37.7,,scheduled_commercial_banks,assam,2014-04-01,2015-03-01,bank_type_bank,2014-04-01,2015-03-01
382,,,,4200.0,,7900.0,53.2,465.0,regional_rural_banks,assam,2015-04-01,2016-03-01,bank_type_bank,2015-04-01,2016-03-01
383,7400.0,13200.0,6600.0,35700.0,2103.0,97400.0,36.7,,scheduled_commercial_banks,assam,2015-04-01,2016-03-01,bank_type_bank,2015-04-01,2016-03-01
384,,,,4440.0,,7930.0,56.0,465.0,regional_rural_banks,assam,2016-04-01,2017-03-01,bank_type_bank,2016-04-01,2017-03-01
385,9400.0,15500.0,7200.0,43200.0,2209.0,102300.0,42.2,,scheduled_commercial_banks,assam,2016-04-01,2017-03-01,bank_type_bank,2016-04-01,2017-03-01
386,,,,4520.0,,8540.0,52.9,479.0,regional_rural_banks,assam,2017-04-01,2018-03-01,bank_type_bank,2017-04-01,2018-03-01
387,10500.0,18200.0,8400.0,48754.0,2306.0,120976.0,40.3,,scheduled_commercial_banks,assam,2017-04-01,2018-03-01,bank_type_bank,2017-04-01,2018-03-01
388,,,,4300.0,,9300.0,46.2,481.0,regional_rural_banks,assam,2018-04-01,2019-03-01,bank_type_bank,2018-04-01,2019-03-01
389,11300.0,22900.0,8500.0,57200.0,2370.0,134300.0,42.6,,scheduled_commercial_banks,assam,2018-04-01,2019-03-01,bank_type_bank,2018-04-01,2019-03-01
390,,,,4140.0,,10148.0,40.8,481.0,regional_rural_banks,assam,2019-04-01,2020-03-01,bank_type_bank,2019-04-01,2020-03-01
391,12080.0,27327.0,8744.0,67360.0,2404.0,147091.0,44.3,,scheduled_commercial_banks,assam,2019-04-01,2020-03-01,bank_type_bank,2019-04-01,2020-03-01
392,,,,4044.0,,11113.0,36.4,482.0,regional_rural_banks,assam,2020-04-01,2021-03-01,bank_type_bank,2020-04-01,2021-03-01
393,12916.0,31826.0,8741.0,72954.0,2957.0,164299.0,43.0,,scheduled_commercial_banks,assam,2020-04-01,2021-03-01,bank_type_bank,2020-04-01,2021-03-01
394,,,,4406.0,,11504.0,38.3,482.0,regional_rural_banks,assam,2021-04-01,2022-03-01,bank_type_bank,2021-04-01,2022-03-01
395,12992.0,37876.0,8970.0,83235.0,3020.0,173014.0,46.7,,scheduled_commercial_banks,assam,2021-04-01,2022-03-01,bank_type_bank,2021-04-01,2022-03-01
396,,,,4400.0,,9800.0,45.2,886.0,regional_rural_banks,west bengal,2011-04-01,2012-03-01,bank_type_bank,2011-04-01,2012-03-01
397,15400.0,27400.0,91400.0,200100.0,5678.0,314200.0,63.7,,scheduled_commercial_banks,west bengal,2011-04-01,2012-03-01,bank_type_bank,2011-04-01,2012-03-01
398,,,,5200.0,,10900.0,48.3,905.0,regional_rural_banks,west bengal,2012-04-01,2013-03-01,bank_type_bank,2012-04-01,2013-03-01
399,18700.0,26200.0,117100.0,238800.0,6061.0,373900.0,63.8,,scheduled_commercial_banks,west bengal,2012-04-01,2013-03-01,bank_type_bank,2012-04-01,2013-03-01
400,,,,6000.0,,12200.0,49.1,907.0,regional_rural_banks,west bengal,2013-04-01,2014-03-01,bank_type_bank,2013-04-01,2014-03-01
401,21000.0,31300.0,137600.0,270100.0,6402.0,435600.0,62.0,,scheduled_commercial_banks,west bengal,2013-04-01,2014-03-01,bank_type_bank,2013-04-01,2014-03-01
402,,,,6900.0,,13800.0,50.0,907.0,regional_rural_banks,west bengal,2014-04-01,2015-03-01,bank_type_bank,2014-04-01,2015-03-01
403,26200.0,36500.0,157100.0,295900.0,6931.0,480100.0,61.6,,scheduled_commercial_banks,west bengal,2014-04-01,2015-03-01,bank_type_bank,2014-04-01,2015-03-01
404,,,,7700.0,,15400.0,50.0,925.0,regional_rural_banks,west bengal,2015-04-01,2016-03-01,bank_type_bank,2015-04-01,2016-03-01
405,24000.0,38600.0,173200.0,320100.0,7327.0,553700.0,57.8,,scheduled_commercial_banks,west bengal,2015-04-01,2016-03-01,bank_type_bank,2015-04-01,2016-03-01
406,,,,8670.0,,17470.0,49.6,959.0,regional_rural_banks,west bengal,2016-04-01,2017-03-01,bank_type_bank,2016-04-01,2017-03-01
407,29500.0,46200.0,174900.0,335800.0,7660.0,609900.0,55.1,,scheduled_commercial_banks,west bengal,2016-04-01,2017-03-01,bank_type_bank,2016-04-01,2017-03-01
408,,,,9200.0,,20660.0,44.5,961.0,regional_rural_banks,west bengal,2017-04-01,2018-03-01,bank_type_bank,2017-04-01,2018-03-01
409,28300.0,54400.0,175200.0,343079.0,7903.0,682175.0,50.3,,scheduled_commercial_banks,west bengal,2017-04-01,2018-03-01,bank_type_bank,2017-04-01,2018-03-01
410,,,,9900.0,,22000.0,45.0,961.0,regional_rural_banks,west bengal,2018-04-01,2019-03-01,bank_type_bank,2018-04-01,2019-03-01
411,33900.0,66000.0,171900.0,367300.0,7988.0,718600.0,51.1,,scheduled_commercial_banks,west bengal,2018-04-01,2019-03-01,bank_type_bank,2018-04-01,2019-03-01
412,,,,10755.0,,23652.0,45.5,972.0,regional_rural_banks,west bengal,2019-04-01,2020-03-01,bank_type_bank,2019-04-01,2020-03-01
413,38993.0,77492.0,159487.0,403677.0,8170.0,779291.0,49.5,,scheduled_commercial_banks,west bengal,2019-04-01,2020-03-01,bank_type_bank,2019-04-01,2020-03-01
414,,,,11247.0,,25233.0,44.6,980.0,regional_rural_banks,west bengal,2020-04-01,2021-03-01,bank_type_bank,2020-04-01,2021-03-01
415,41785.0,92689.0,161541.0,429211.0,9251.0,827832.0,49.3,,scheduled_commercial_banks,west bengal,2020-04-01,2021-03-01,bank_type_bank,2020-04-01,2021-03-01
416,,,,12599.0,,26606.0,47.4,980.0,regional_rural_banks,west bengal,2021-04-01,2022-03-01,bank_type_bank,2021-04-01,2022-03-01
417,46372.0,107044.0,141557.0,437348.0,9379.0,889011.0,46.5,,scheduled_commercial_banks,west bengal,2021-04-01,2022-03-01,bank_type_bank,2021-04-01,2022-03-01
418,,,,1100.0,,3500.0,31.7,413.0,regional_rural_banks,jharkhand,2011-04-01,2012-03-01,bank_type_bank,2011-04-01,2012-03-01
419,2600.0,8200.0,8700.0,26000.0,1984.0,75500.0,34.4,,scheduled_commercial_banks,jharkhand,2011-04-01,2012-03-01,bank_type_bank,2011-04-01,2012-03-01
420,,,,1300.0,,3700.0,35.0,416.0,regional_rural_banks,jharkhand,2012-04-01,2013-03-01,bank_type_bank,2012-04-01,2013-03-01
421,3300.0,8900.0,9700.0,29800.0,2180.0,87900.0,33.9,,scheduled_commercial_banks,jharkhand,2012-04-01,2013-03-01,bank_type_bank,2012-04-01,2013-03-01
422,,,,1500.0,,4000.0,37.1,417.0,regional_rural_banks,jharkhand,2013-04-01,2014-03-01,bank_type_bank,2013-04-01,2014-03-01
423,4600.0,10200.0,13400.0,33400.0,2368.0,104100.0,32.1,,scheduled_commercial_banks,jharkhand,2013-04-01,2014-03-01,bank_type_bank,2013-04-01,2014-03-01
424,,,,1700.0,,4200.0,39.7,433.0,regional_rural_banks,jharkhand,2014-04-01,2015-03-01,bank_type_bank,2014-04-01,2015-03-01
425,5600.0,11400.0,12900.0,38200.0,2582.0,120300.0,31.8,,scheduled_commercial_banks,jharkhand,2014-04-01,2015-03-01,bank_type_bank,2014-04-01,2015-03-01
426,,,,1900.0,,4700.0,40.4,433.0,regional_rural_banks,jharkhand,2015-04-01,2016-03-01,bank_type_bank,2015-04-01,2016-03-01
427,6000.0,13100.0,13000.0,42000.0,2763.0,142100.0,29.6,,scheduled_commercial_banks,jharkhand,2015-04-01,2016-03-01,bank_type_bank,2015-04-01,2016-03-01
428,,,,2170.0,,5370.0,40.4,449.0,regional_rural_banks,jharkhand,2016-04-01,2017-03-01,bank_type_bank,2016-04-01,2017-03-01
429,6100.0,15900.0,13900.0,47100.0,2840.0,159600.0,29.6,,scheduled_commercial_banks,jharkhand,2016-04-01,2017-03-01,bank_type_bank,2016-04-01,2017-03-01
430,,,,2350.0,,6480.0,36.3,441.0,regional_rural_banks,jharkhand,2017-04-01,2018-03-01,bank_type_bank,2017-04-01,2018-03-01
431,6800.0,17900.0,15000.0,49963.0,2910.0,184172.0,27.1,,scheduled_commercial_banks,jharkhand,2017-04-01,2018-03-01,bank_type_bank,2017-04-01,2018-03-01
432,,,,2500.0,,6800.0,36.8,442.0,regional_rural_banks,jharkhand,2018-04-01,2019-03-01,bank_type_bank,2018-04-01,2019-03-01
433,7200.0,20400.0,13600.0,54300.0,2954.0,195700.0,27.7,,scheduled_commercial_banks,jharkhand,2018-04-01,2019-03-01,bank_type_bank,2018-04-01,2019-03-01
434,,,,2709.0,,7069.0,38.3,453.0,regional_rural_banks,jharkhand,2019-04-01,2020-03-01,bank_type_bank,2019-04-01,2020-03-01
435,7699.0,23594.0,13294.0,63245.0,3051.0,218585.0,27.7,,scheduled_commercial_banks,jharkhand,2019-04-01,2020-03-01,bank_type_bank,2019-04-01,2020-03-01
436,,,,3100.0,,7588.0,40.9,452.0,regional_rural_banks,jharkhand,2020-04-01,2021-03-01,bank_type_bank,2020-04-01,2021-03-01
437,9170.0,27517.0,13736.0,71055.0,3169.0,234106.0,28.5,,scheduled_commercial_banks,jharkhand,2020-04-01,2021-03-01,bank_type_bank,2020-04-01,2021-03-01
438,,,,3450.0,,8174.0,42.2,452.0,regional_rural_banks,jharkhand,2021-04-01,2022-03-01,bank_type_bank,2021-04-01,2022-03-01
439,10390.0,32569.0,15048.0,80679.0,3190.0,256070.0,29.8,,scheduled_commercial_banks,jharkhand,2021-04-01,2022-03-01,bank_type_bank,2021-04-01,2022-03-01
440,,,,4800.0,,8900.0,54.4,874.0,regional_rural_banks,odisha,2011-04-01,2012-03-01,bank_type_bank,2011-04-01,2012-03-01
441,10400.0,12600.0,18400.0,54000.0,3029.0,102800.0,52.5,,scheduled_commercial_banks,odisha,2011-04-01,2012-03-01,bank_type_bank,2011-04-01,2012-03-01
442,,,,5600.0,,9700.0,58.2,875.0,regional_rural_banks,odisha,2012-04-01,2013-03-01,bank_type_bank,2012-04-01,2013-03-01
443,10000.0,13800.0,21000.0,58800.0,3319.0,124500.0,47.3,,scheduled_commercial_banks,odisha,2012-04-01,2013-03-01,bank_type_bank,2012-04-01,2013-03-01
444,,,,6100.0,,10100.0,61.1,884.0,regional_rural_banks,odisha,2013-04-01,2014-03-01,bank_type_bank,2013-04-01,2014-03-01
445,11300.0,15300.0,26300.0,66200.0,3558.0,142800.0,46.3,,scheduled_commercial_banks,odisha,2013-04-01,2014-03-01,bank_type_bank,2013-04-01,2014-03-01
446,,,,6600.0,,11100.0,59.8,884.0,regional_rural_banks,odisha,2014-04-01,2015-03-01,bank_type_bank,2014-04-01,2015-03-01
447,14200.0,16700.0,24700.0,73300.0,3995.0,164600.0,44.6,,scheduled_commercial_banks,odisha,2014-04-01,2015-03-01,bank_type_bank,2014-04-01,2015-03-01
448,,,,7000.0,,11700.0,59.8,934.0,regional_rural_banks,odisha,2015-04-01,2016-03-01,bank_type_bank,2015-04-01,2016-03-01
449,16900.0,18700.0,26600.0,79700.0,4410.0,190100.0,41.9,,scheduled_commercial_banks,odisha,2015-04-01,2016-03-01,bank_type_bank,2015-04-01,2016-03-01
450,,,,7380.0,,13140.0,56.2,961.0,regional_rural_banks,odisha,2016-04-01,2017-03-01,bank_type_bank,2016-04-01,2017-03-01
451,18000.0,21300.0,26600.0,85400.0,4567.0,209200.0,40.8,,scheduled_commercial_banks,odisha,2016-04-01,2017-03-01,bank_type_bank,2016-04-01,2017-03-01
452,,,,7480.0,,15080.0,49.6,990.0,regional_rural_banks,odisha,2017-04-01,2018-03-01,bank_type_bank,2017-04-01,2018-03-01
453,17100.0,24600.0,29000.0,93366.0,4748.0,245281.0,38.1,,scheduled_commercial_banks,odisha,2017-04-01,2018-03-01,bank_type_bank,2017-04-01,2018-03-01
454,,,,7800.0,,16200.0,48.1,999.0,regional_rural_banks,odisha,2018-04-01,2019-03-01,bank_type_bank,2018-04-01,2019-03-01
455,18000.0,29600.0,28400.0,101000.0,4839.0,268900.0,37.6,,scheduled_commercial_banks,odisha,2018-04-01,2019-03-01,bank_type_bank,2018-04-01,2019-03-01
456,,,,7729.0,,17736.0,43.6,994.0,regional_rural_banks,odisha,2019-04-01,2020-03-01,bank_type_bank,2019-04-01,2020-03-01
457,19466.0,33897.0,32662.0,127646.0,4914.0,309554.0,38.7,,scheduled_commercial_banks,odisha,2019-04-01,2020-03-01,bank_type_bank,2019-04-01,2020-03-01
458,,,,8018.0,,19552.0,41.0,994.0,regional_rural_banks,odisha,2020-04-01,2021-03-01,bank_type_bank,2020-04-01,2021-03-01
459,20514.0,39791.0,35731.0,143879.0,5223.0,341140.0,39.5,,scheduled_commercial_banks,odisha,2020-04-01,2021-03-01,bank_type_bank,2020-04-01,2021-03-01
460,,,,8606.0,,20832.0,41.3,994.0,regional_rural_banks,odisha,2021-04-01,2022-03-01,bank_type_bank,2021-04-01,2022-03-01
461,23978.0,47767.0,31270.0,155954.0,5289.0,363567.0,39.5,,scheduled_commercial_banks,odisha,2021-04-01,2022-03-01,bank_type_bank,2021-04-01,2022-03-01
462,,,,1400.0,,4400.0,32.5,456.0,regional_rural_banks,chhattisgarh,2011-04-01,2012-03-01,bank_type_bank,2011-04-01,2012-03-01
463,7400.0,6600.0,12100.0,29700.0,1423.0,56800.0,52.3,,scheduled_commercial_banks,chhattisgarh,2011-04-01,2012-03-01,bank_type_bank,2011-04-01,2012-03-01
464,,,,1700.0,,5100.0,33.0,467.0,regional_rural_banks,chhattisgarh,2012-04-01,2013-03-01,bank_type_bank,2012-04-01,2013-03-01
465,7100.0,7300.0,14000.0,36600.0,1597.0,68300.0,53.6,,scheduled_commercial_banks,chhattisgarh,2012-04-01,2013-03-01,bank_type_bank,2012-04-01,2013-03-01
466,,,,2000.0,,5900.0,33.7,499.0,regional_rural_banks,chhattisgarh,2013-04-01,2014-03-01,bank_type_bank,2013-04-01,2014-03-01
467,10300.0,10100.0,18500.0,44600.0,1818.0,82900.0,53.8,,scheduled_commercial_banks,chhattisgarh,2013-04-01,2014-03-01,bank_type_bank,2013-04-01,2014-03-01
468,,,,2100.0,,6600.0,31.8,566.0,regional_rural_banks,chhattisgarh,2014-04-01,2015-03-01,bank_type_bank,2014-04-01,2015-03-01
469,8900.0,11000.0,20500.0,52600.0,2062.0,88500.0,59.5,,scheduled_commercial_banks,chhattisgarh,2014-04-01,2015-03-01,bank_type_bank,2014-04-01,2015-03-01
470,,,,2300.0,,7400.0,31.1,583.0,regional_rural_banks,chhattisgarh,2015-04-01,2016-03-01,bank_type_bank,2015-04-01,2016-03-01
471,10700.0,12600.0,23100.0,61100.0,2253.0,99200.0,61.6,,scheduled_commercial_banks,chhattisgarh,2015-04-01,2016-03-01,bank_type_bank,2015-04-01,2016-03-01
472,,,,2540.0,,8150.0,31.2,586.0,regional_rural_banks,chhattisgarh,2016-04-01,2017-03-01,bank_type_bank,2016-04-01,2017-03-01
473,10800.0,15700.0,25000.0,66400.0,2346.0,104600.0,63.5,,scheduled_commercial_banks,chhattisgarh,2016-04-01,2017-03-01,bank_type_bank,2016-04-01,2017-03-01
474,,,,2630.0,,9080.0,29.0,597.0,regional_rural_banks,chhattisgarh,2017-04-01,2018-03-01,bank_type_bank,2017-04-01,2018-03-01
475,11700.0,18500.0,25800.0,74179.0,2443.0,118872.0,62.4,,scheduled_commercial_banks,chhattisgarh,2017-04-01,2018-03-01,bank_type_bank,2017-04-01,2018-03-01
476,,,,2800.0,,9700.0,28.9,618.0,regional_rural_banks,chhattisgarh,2018-04-01,2019-03-01,bank_type_bank,2018-04-01,2019-03-01
477,10400.0,22600.0,29100.0,83700.0,2516.0,132400.0,63.2,,scheduled_commercial_banks,chhattisgarh,2018-04-01,2019-03-01,bank_type_bank,2018-04-01,2019-03-01
478,,,,3048.0,,10518.0,29.0,624.0,regional_rural_banks,chhattisgarh,2019-04-01,2020-03-01,bank_type_bank,2019-04-01,2020-03-01
479,13047.0,26673.0,25492.0,94404.0,2634.0,142656.0,63.3,,scheduled_commercial_banks,chhattisgarh,2019-04-01,2020-03-01,bank_type_bank,2019-04-01,2020-03-01
480,,,,3511.0,,11332.0,31.0,624.0,regional_rural_banks,chhattisgarh,2020-04-01,2021-03-01,bank_type_bank,2020-04-01,2021-03-01
481,15572.0,32621.0,25707.0,104647.0,2823.0,160542.0,62.4,,scheduled_commercial_banks,chhattisgarh,2020-04-01,2021-03-01,bank_type_bank,2020-04-01,2021-03-01
482,,,,4452.0,,12472.0,35.7,624.0,regional_rural_banks,chhattisgarh,2021-04-01,2022-03-01,bank_type_bank,2021-04-01,2022-03-01
483,13470.0,38233.0,29508.0,115659.0,2844.0,173217.0,62.7,,scheduled_commercial_banks,chhattisgarh,2021-04-01,2022-03-01,bank_type_bank,2021-04-01,2022-03-01
484,,,,5300.0,,10100.0,52.1,1094.0,regional_rural_banks,madhya pradesh,2011-04-01,2012-03-01,bank_type_bank,2011-04-01,2012-03-01
485,21100.0,17400.0,25700.0,76800.0,4453.0,138100.0,55.6,,scheduled_commercial_banks,madhya pradesh,2011-04-01,2012-03-01,bank_type_bank,2011-04-01,2012-03-01
486,,,,5900.0,,11200.0,53.1,1106.0,regional_rural_banks,madhya pradesh,2012-04-01,2013-03-01,bank_type_bank,2012-04-01,2013-03-01
487,27000.0,20500.0,29800.0,94500.0,4805.0,166900.0,56.6,,scheduled_commercial_banks,madhya pradesh,2012-04-01,2013-03-01,bank_type_bank,2012-04-01,2013-03-01
488,,,,7100.0,,12700.0,56.1,1127.0,regional_rural_banks,madhya pradesh,2013-04-01,2014-03-01,bank_type_bank,2013-04-01,2014-03-01
489,29200.0,21800.0,34700.0,115700.0,5085.0,198600.0,58.2,,scheduled_commercial_banks,madhya pradesh,2013-04-01,2014-03-01,bank_type_bank,2013-04-01,2014-03-01
490,,,,8000.0,,14200.0,56.3,1200.0,regional_rural_banks,madhya pradesh,2014-04-01,2015-03-01,bank_type_bank,2014-04-01,2015-03-01
491,39700.0,28800.0,35800.0,135800.0,5601.0,224900.0,60.4,,scheduled_commercial_banks,madhya pradesh,2014-04-01,2015-03-01,bank_type_bank,2014-04-01,2015-03-01
492,,,,9200.0,,15000.0,61.3,1234.0,regional_rural_banks,madhya pradesh,2015-04-01,2016-03-01,bank_type_bank,2015-04-01,2016-03-01
493,46400.0,34400.0,38200.0,153000.0,5997.0,279300.0,54.8,,scheduled_commercial_banks,madhya pradesh,2015-04-01,2016-03-01,bank_type_bank,2015-04-01,2016-03-01
494,,,,10440.0,,16900.0,61.8,1294.0,regional_rural_banks,madhya pradesh,2016-04-01,2017-03-01,bank_type_bank,2016-04-01,2017-03-01
495,50500.0,41400.0,39300.0,172900.0,6209.0,282500.0,61.2,,scheduled_commercial_banks,madhya pradesh,2016-04-01,2017-03-01,bank_type_bank,2016-04-01,2017-03-01
496,,,,10960.0,,19540.0,56.1,1327.0,regional_rural_banks,madhya pradesh,2017-04-01,2018-03-01,bank_type_bank,2017-04-01,2018-03-01
497,56800.0,48100.0,40800.0,190639.0,6411.0,313014.0,60.9,,scheduled_commercial_banks,madhya pradesh,2017-04-01,2018-03-01,bank_type_bank,2017-04-01,2018-03-01
498,,,,11600.0,,19900.0,58.3,1339.0,regional_rural_banks,madhya pradesh,2018-04-01,2019-03-01,bank_type_bank,2018-04-01,2019-03-01
499,65900.0,57500.0,46600.0,222100.0,6581.0,341400.0,65.1,,scheduled_commercial_banks,madhya pradesh,2018-04-01,2019-03-01,bank_type_bank,2018-04-01,2019-03-01
500,,,,11889.0,,21685.0,54.8,1335.0,regional_rural_banks,madhya pradesh,2019-04-01,2020-03-01,bank_type_bank,2019-04-01,2020-03-01
501,71856.0,65350.0,51987.0,262105.0,6747.0,368951.0,67.9,,scheduled_commercial_banks,madhya pradesh,2019-04-01,2020-03-01,bank_type_bank,2019-04-01,2020-03-01
502,,,,12161.0,,23174.0,52.5,1343.0,regional_rural_banks,madhya pradesh,2020-04-01,2021-03-01,bank_type_bank,2020-04-01,2021-03-01
503,73320.0,79731.0,52487.0,285989.0,7234.0,396779.0,69.2,,scheduled_commercial_banks,madhya pradesh,2020-04-01,2021-03-01,bank_type_bank,2020-04-01,2021-03-01
504,,,,13362.0,,25195.0,53.0,1343.0,regional_rural_banks,madhya pradesh,2021-04-01,2022-03-01,bank_type_bank,2021-04-01,2022-03-01
505,81506.0,90865.0,57421.0,320452.0,7248.0,453372.0,67.9,,scheduled_commercial_banks,madhya pradesh,2021-04-01,2022-03-01,bank_type_bank,2021-04-01,2022-03-01
506,,,,2000.0,,4600.0,44.3,447.0,regional_rural_banks,gujarat,2011-04-01,2012-03-01,bank_type_bank,2011-04-01,2012-03-01
507,20500.0,29500.0,105500.0,171700.0,5073.0,259500.0,66.2,,scheduled_commercial_banks,gujarat,2011-04-01,2012-03-01,bank_type_bank,2011-04-01,2012-03-01
508,,,,2500.0,,5400.0,46.2,476.0,regional_rural_banks,gujarat,2012-04-01,2013-03-01,bank_type_bank,2012-04-01,2013-03-01
509,26700.0,33900.0,129200.0,213400.0,5548.0,303100.0,70.4,,scheduled_commercial_banks,gujarat,2012-04-01,2013-03-01,bank_type_bank,2012-04-01,2013-03-01
510,,,,3200.0,,6100.0,52.2,519.0,regional_rural_banks,gujarat,2013-04-01,2014-03-01,bank_type_bank,2013-04-01,2014-03-01
511,31200.0,43300.0,158800.0,261300.0,6084.0,358800.0,72.8,,scheduled_commercial_banks,gujarat,2013-04-01,2014-03-01,bank_type_bank,2013-04-01,2014-03-01
512,,,,3800.0,,7100.0,53.7,581.0,regional_rural_banks,gujarat,2014-04-01,2015-03-01,bank_type_bank,2014-04-01,2015-03-01
