Country,State,State LGD Code,Year,Month,Settlement of Integrated goods and services tax ( IGST )_avg,Settlement of Integrated goods and services tax ( IGST )_max,Settlement of Integrated goods and services tax ( IGST )_min,Settlement of Integrated goods and services tax ( IGST )_sum,Settlement of Integrated goods and services tax ( IGST )_count,Settlement of Integrated goods and services tax ( IGST )_stddev,Settlement of Integrated goods and services tax ( IGST )_LandAreaWeight,Settlement of Integrated goods and services tax ( IGST )_TotalPopulationWeight,Settlement of Integrated goods and services tax ( IGST )_NumberOfHouseholdsWeight,Settlement of Integrated goods and services tax ( IGST )_TotalPopulationMaleWeight,Settlement of Integrated goods and services tax ( IGST )_TotalPopulationFemaleWeight
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2021","February, 2021",62.639008966,62.639008966,62.639008966,62.639008966,1,,62.639,62.639,62.639,62.639,62.639
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2021","March, 2021",53.960405053,53.960405053,53.960405053,53.960405053,1,,53.96,53.96,53.96,53.96,53.96
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2021","April, 2021",63.211842284,63.211842284,63.211842284,63.211842284,1,,63.212,63.212,63.212,63.212,63.212
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2021","May, 2021",44.169819352,44.169819352,44.169819352,44.169819352,1,,44.17,44.17,44.17,44.17,44.17
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2021","June, 2021",41.478061434,41.478061434,41.478061434,41.478061434,1,,41.478,41.478,41.478,41.478,41.478
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2021","July, 2021",81.877773503,81.877773503,81.877773503,81.877773503,1,,81.878,81.878,81.878,81.878,81.878
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2021","August, 2021",73.250248599,73.250248599,73.250248599,73.250248599,1,,73.25,73.25,73.25,73.25,73.25
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2021","September, 2021",58.048549104,58.048549104,58.048549104,58.048549104,1,,58.049,58.049,58.049,58.049,58.049
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2021","October, 2021",65.404869031,65.404869031,65.404869031,65.404869031,1,,65.405,65.405,65.405,65.405,65.405
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2021","November, 2021",57.473731896,57.473731896,57.473731896,57.473731896,1,,57.474,57.474,57.474,57.474,57.474
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2021","December, 2021",61.540936372,61.540936372,61.540936372,61.540936372,1,,61.541,61.541,61.541,61.541,61.541
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2022","January, 2022",82.050233661,82.050233661,82.050233661,82.050233661,1,,82.05,82.05,82.05,82.05,82.05
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2022","February, 2022",82.242453504,82.242453504,82.242453504,82.242453504,1,,82.242,82.242,82.242,82.242,82.242
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2022","March, 2022",78.408270997,78.408270997,78.408270997,78.408270997,1,,78.408,78.408,78.408,78.408,78.408
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2022","April, 2022",104.87562925,104.87562925,104.87562925,104.87562925,1,,104.876,104.876,104.876,104.876,104.876
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2022","May, 2022",96.253198949,96.253198949,96.253198949,96.253198949,1,,96.253,96.253,96.253,96.253,96.253
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2022","June, 2022",97.337050118,97.337050118,97.337050118,97.337050118,1,,97.337,97.337,97.337,97.337,97.337
India,Nagaland,13,"Calendar Year (Jan - Dec), 2017","August, 2017",8.150066566,8.150066566,8.150066566,8.150066566,1,,8.15,8.15,8.15,8.15,8.15
India,Nagaland,13,"Calendar Year (Jan - Dec), 2017","September, 2017",9.9493219,9.9493219,9.9493219,9.9493219,1,,9.949,9.949,9.949,9.949,9.949
India,Nagaland,13,"Calendar Year (Jan - Dec), 2017","October, 2017",12.214177109,12.214177109,12.214177109,12.214177109,1,,12.214,12.214,12.214,12.214,12.214
India,Nagaland,13,"Calendar Year (Jan - Dec), 2017","November, 2017",16.5077745,16.5077745,16.5077745,16.5077745,1,,16.508,16.508,16.508,16.508,16.508
India,Nagaland,13,"Calendar Year (Jan - Dec), 2017","December, 2017",19.3845375,19.3845375,19.3845375,19.3845375,1,,19.385,19.385,19.385,19.385,19.385
India,Nagaland,13,"Calendar Year (Jan - Dec), 2018","January, 2018",25.5734601,25.5734601,25.5734601,25.5734601,1,,25.573,25.573,25.573,25.573,25.573
India,Nagaland,13,"Calendar Year (Jan - Dec), 2018","February, 2018",23.126357,23.126357,23.126357,23.126357,1,,23.126,23.126,23.126,23.126,23.126
India,Nagaland,13,"Calendar Year (Jan - Dec), 2018","March, 2018",18.3622908,18.3622908,18.3622908,18.3622908,1,,18.362,18.362,18.362,18.362,18.362
India,Nagaland,13,"Calendar Year (Jan - Dec), 2018","April, 2018",24.5579785,24.5579785,24.5579785,24.5579785,1,,24.558,24.558,24.558,24.558,24.558
India,Nagaland,13,"Calendar Year (Jan - Dec), 2018","May, 2018",24.5328241,24.5328241,24.5328241,24.5328241,1,,24.533,24.533,24.533,24.533,24.533
India,Nagaland,13,"Calendar Year (Jan - Dec), 2018","June, 2018",26.5167231,26.5167231,26.5167231,26.5167231,1,,26.517,26.517,26.517,26.517,26.517
India,Nagaland,13,"Calendar Year (Jan - Dec), 2018","July, 2018",27.2504089,27.2504089,27.2504089,27.2504089,1,,27.25,27.25,27.25,27.25,27.25
India,Nagaland,13,"Calendar Year (Jan - Dec), 2018","August, 2018",33.449704609,33.449704609,33.449704609,33.449704609,1,,33.45,33.45,33.45,33.45,33.45
India,Nagaland,13,"Calendar Year (Jan - Dec), 2018","September, 2018",23.2554199,23.2554199,23.2554199,23.2554199,1,,23.255,23.255,23.255,23.255,23.255
India,Nagaland,13,"Calendar Year (Jan - Dec), 2018","October, 2018",26.7361493,26.7361493,26.7361493,26.7361493,1,,26.736,26.736,26.736,26.736,26.736
India,Nagaland,13,"Calendar Year (Jan - Dec), 2018","November, 2018",26.1881466,26.1881466,26.1881466,26.1881466,1,,26.188,26.188,26.188,26.188,26.188
India,Nagaland,13,"Calendar Year (Jan - Dec), 2018","December, 2018",30.0202076,30.0202076,30.0202076,30.0202076,1,,30.02,30.02,30.02,30.02,30.02
India,Nagaland,13,"Calendar Year (Jan - Dec), 2019","January, 2019",23.520914,23.520914,23.520914,23.520914,1,,23.521,23.521,23.521,23.521,23.521
India,Nagaland,13,"Calendar Year (Jan - Dec), 2019","February, 2019",28.366080574,28.366080574,28.366080574,28.366080574,1,,28.366,28.366,28.366,28.366,28.366
India,Nagaland,13,"Calendar Year (Jan - Dec), 2019","March, 2019",37.0156112,37.0156112,37.0156112,37.0156112,1,,37.016,37.016,37.016,37.016,37.016
India,Nagaland,13,"Calendar Year (Jan - Dec), 2019","April, 2019",40.8216626,40.8216626,40.8216626,40.8216626,1,,40.822,40.822,40.822,40.822,40.822
India,Nagaland,13,"Calendar Year (Jan - Dec), 2019","May, 2019",36.292649,36.292649,36.292649,36.292649,1,,36.293,36.293,36.293,36.293,36.293
India,Nagaland,13,"Calendar Year (Jan - Dec), 2019","June, 2019",35.6836544,35.6836544,35.6836544,35.6836544,1,,35.684,35.684,35.684,35.684,35.684
India,Nagaland,13,"Calendar Year (Jan - Dec), 2019","July, 2019",32.0055769,32.0055769,32.0055769,32.0055769,1,,32.006,32.006,32.006,32.006,32.006
India,Nagaland,13,"Calendar Year (Jan - Dec), 2019","August, 2019",34.0694814013,34.0694814013,34.0694814013,34.0694814013,1,,34.069,34.069,34.069,34.069,34.069
India,Nagaland,13,"Calendar Year (Jan - Dec), 2019","September, 2019",35.4043274,35.4043274,35.4043274,35.4043274,1,,35.404,35.404,35.404,35.404,35.404
India,Nagaland,13,"Calendar Year (Jan - Dec), 2019","October, 2019",29.3776647,29.3776647,29.3776647,29.3776647,1,,29.378,29.378,29.378,29.378,29.378
India,Nagaland,13,"Calendar Year (Jan - Dec), 2019","November, 2019",38.2461899,38.2461899,38.2461899,38.2461899,1,,38.246,38.246,38.246,38.246,38.246
India,Nagaland,13,"Calendar Year (Jan - Dec), 2019","December, 2019",55.0,55.0,55.0,55.0,1,,55.0,55.0,55.0,55.0,55.0
India,Nagaland,13,"Calendar Year (Jan - Dec), 2020","January, 2020",46.0,46.0,46.0,46.0,1,,46.0,46.0,46.0,46.0,46.0
India,Nagaland,13,"Calendar Year (Jan - Dec), 2020","February, 2020",37.9,37.9,37.9,37.9,1,,37.9,37.9,37.9,37.9,37.9
India,Nagaland,13,"Calendar Year (Jan - Dec), 2020","March, 2020",37.174439,37.174439,37.174439,37.174439,1,,37.174,37.174,37.174,37.174,37.174
India,Nagaland,13,"Calendar Year (Jan - Dec), 2020","April, 2020",6.68,6.68,6.68,6.68,1,,6.68,6.68,6.68,6.68,6.68
India,Nagaland,13,"Calendar Year (Jan - Dec), 2020","May, 2020",14.19,14.19,14.19,14.19,1,,14.19,14.19,14.19,14.19,14.19
India,Nagaland,13,"Calendar Year (Jan - Dec), 2020","June, 2020",23.5,23.5,23.5,23.5,1,,23.5,23.5,23.5,23.5,23.5
India,Nagaland,13,"Calendar Year (Jan - Dec), 2020","July, 2020",38.000626795,38.000626795,38.000626795,38.000626795,1,,38.001,38.001,38.001,38.001,38.001
India,Nagaland,13,"Calendar Year (Jan - Dec), 2020","August, 2020",29.270032946,29.270032946,29.270032946,29.270032946,1,,29.27,29.27,29.27,29.27,29.27
India,Nagaland,13,"Calendar Year (Jan - Dec), 2020","September, 2020",39.298426688,39.298426688,39.298426688,39.298426688,1,,39.298,39.298,39.298,39.298,39.298
India,Nagaland,13,"Calendar Year (Jan - Dec), 2020","October, 2020",64.52166018,64.52166018,64.52166018,64.52166018,1,,64.522,64.522,64.522,64.522,64.522
India,Nagaland,13,"Calendar Year (Jan - Dec), 2020","November, 2020",39.998675755,39.998675755,39.998675755,39.998675755,1,,39.999,39.999,39.999,39.999,39.999
India,Nagaland,13,"Calendar Year (Jan - Dec), 2020","December, 2020",50.372143497,50.372143497,50.372143497,50.372143497,1,,50.372,50.372,50.372,50.372,50.372
India,Nagaland,13,"Calendar Year (Jan - Dec), 2021","January, 2021",49.498824833,49.498824833,49.498824833,49.498824833,1,,49.499,49.499,49.499,49.499,49.499
India,Nagaland,13,"Calendar Year (Jan - Dec), 2021","February, 2021",51.376817194,51.376817194,51.376817194,51.376817194,1,,51.377,51.377,51.377,51.377,51.377
India,Nagaland,13,"Calendar Year (Jan - Dec), 2021","March, 2021",44.984211988,44.984211988,44.984211988,44.984211988,1,,44.984,44.984,44.984,44.984,44.984
India,Nagaland,13,"Calendar Year (Jan - Dec), 2021","April, 2021",55.446935719,55.446935719,55.446935719,55.446935719,1,,55.447,55.447,55.447,55.447,55.447
India,Nagaland,13,"Calendar Year (Jan - Dec), 2021","May, 2021",26.982457519,26.982457519,26.982457519,26.982457519,1,,26.982,26.982,26.982,26.982,26.982
India,Nagaland,13,"Calendar Year (Jan - Dec), 2021","June, 2021",33.870241509,33.870241509,33.870241509,33.870241509,1,,33.87,33.87,33.87,33.87,33.87
India,Nagaland,13,"Calendar Year (Jan - Dec), 2021","July, 2021",55.519858269,55.519858269,55.519858269,55.519858269,1,,55.52,55.52,55.52,55.52,55.52
India,Nagaland,13,"Calendar Year (Jan - Dec), 2021","August, 2021",74.432209514,74.432209514,74.432209514,74.432209514,1,,74.432,74.432,74.432,74.432,74.432
India,Nagaland,13,"Calendar Year (Jan - Dec), 2021","September, 2021",55.7025582,55.7025582,55.7025582,55.7025582,1,,55.703,55.703,55.703,55.703,55.703
India,Nagaland,13,"Calendar Year (Jan - Dec), 2021","October, 2021",53.391010627,53.391010627,53.391010627,53.391010627,1,,53.391,53.391,53.391,53.391,53.391
India,Nagaland,13,"Calendar Year (Jan - Dec), 2021","November, 2021",54.21677833,54.21677833,54.21677833,54.21677833,1,,54.217,54.217,54.217,54.217,54.217
India,Nagaland,13,"Calendar Year (Jan - Dec), 2021","December, 2021",52.177965664,52.177965664,52.177965664,52.177965664,1,,52.178,52.178,52.178,52.178,52.178
India,Nagaland,13,"Calendar Year (Jan - Dec), 2022","January, 2022",64.325262073,64.325262073,64.325262073,64.325262073,1,,64.325,64.325,64.325,64.325,64.325
India,Nagaland,13,"Calendar Year (Jan - Dec), 2022","February, 2022",55.424290574,55.424290574,55.424290574,55.424290574,1,,55.424,55.424,55.424,55.424,55.424
India,Nagaland,13,"Calendar Year (Jan - Dec), 2022","March, 2022",52.582533117,52.582533117,52.582533117,52.582533117,1,,52.583,52.583,52.583,52.583,52.583
India,Nagaland,13,"Calendar Year (Jan - Dec), 2022","April, 2022",65.527083052,65.527083052,65.527083052,65.527083052,1,,65.527,65.527,65.527,65.527,65.527
India,Nagaland,13,"Calendar Year (Jan - Dec), 2022","May, 2022",59.045443911,59.045443911,59.045443911,59.045443911,1,,59.045,59.045,59.045,59.045,59.045
India,Nagaland,13,"Calendar Year (Jan - Dec), 2022","June, 2022",55.846047161,55.846047161,55.846047161,55.846047161,1,,55.846,55.846,55.846,55.846,55.846
India,Manipur,14,"Calendar Year (Jan - Dec), 2017","August, 2017",11.099198551,11.099198551,11.099198551,11.099198551,1,,11.099,11.099,11.099,11.099,11.099
India,Manipur,14,"Calendar Year (Jan - Dec), 2017","September, 2017",17.1885536,17.1885536,17.1885536,17.1885536,1,,17.189,17.189,17.189,17.189,17.189
India,Manipur,14,"Calendar Year (Jan - Dec), 2017","October, 2017",19.469384612,19.469384612,19.469384612,19.469384612,1,,19.469,19.469,19.469,19.469,19.469
India,Manipur,14,"Calendar Year (Jan - Dec), 2017","November, 2017",24.7376419,24.7376419,24.7376419,24.7376419,1,,24.738,24.738,24.738,24.738,24.738
India,Manipur,14,"Calendar Year (Jan - Dec), 2017","December, 2017",28.7596799,28.7596799,28.7596799,28.7596799,1,,28.76,28.76,28.76,28.76,28.76
India,Manipur,14,"Calendar Year (Jan - Dec), 2018","January, 2018",29.2038965,29.2038965,29.2038965,29.2038965,1,,29.204,29.204,29.204,29.204,29.204
India,Manipur,14,"Calendar Year (Jan - Dec), 2018","February, 2018",41.1742725,41.1742725,41.1742725,41.1742725,1,,41.174,41.174,41.174,41.174,41.174
India,Manipur,14,"Calendar Year (Jan - Dec), 2018","March, 2018",39.2839478,39.2839478,39.2839478,39.2839478,1,,39.284,39.284,39.284,39.284,39.284
India,Manipur,14,"Calendar Year (Jan - Dec), 2018","April, 2018",36.9061369,36.9061369,36.9061369,36.9061369,1,,36.906,36.906,36.906,36.906,36.906
India,Manipur,14,"Calendar Year (Jan - Dec), 2018","May, 2018",31.9977245,31.9977245,31.9977245,31.9977245,1,,31.998,31.998,31.998,31.998,31.998
India,Manipur,14,"Calendar Year (Jan - Dec), 2018","June, 2018",35.2992529,35.2992529,35.2992529,35.2992529,1,,35.299,35.299,35.299,35.299,35.299
India,Manipur,14,"Calendar Year (Jan - Dec), 2018","July, 2018",47.873457,47.873457,47.873457,47.873457,1,,47.873,47.873,47.873,47.873,47.873
India,Manipur,14,"Calendar Year (Jan - Dec), 2018","August, 2018",32.864740627,32.864740627,32.864740627,32.864740627,1,,32.865,32.865,32.865,32.865,32.865
India,Manipur,14,"Calendar Year (Jan - Dec), 2018","September, 2018",28.3226841,28.3226841,28.3226841,28.3226841,1,,28.323,28.323,28.323,28.323,28.323
India,Manipur,14,"Calendar Year (Jan - Dec), 2018","October, 2018",32.6916008,32.6916008,32.6916008,32.6916008,1,,32.692,32.692,32.692,32.692,32.692
India,Manipur,14,"Calendar Year (Jan - Dec), 2018","November, 2018",37.3986429,37.3986429,37.3986429,37.3986429,1,,37.399,37.399,37.399,37.399,37.399
India,Manipur,14,"Calendar Year (Jan - Dec), 2018","December, 2018",42.3639145,42.3639145,42.3639145,42.3639145,1,,42.364,42.364,42.364,42.364,42.364
India,Manipur,14,"Calendar Year (Jan - Dec), 2019","January, 2019",40.8559121,40.8559121,40.8559121,40.8559121,1,,40.856,40.856,40.856,40.856,40.856
India,Manipur,14,"Calendar Year (Jan - Dec), 2019","February, 2019",42.911170175,42.911170175,42.911170175,42.911170175,1,,42.911,42.911,42.911,42.911,42.911
India,Manipur,14,"Calendar Year (Jan - Dec), 2019","March, 2019",47.9871711,47.9871711,47.9871711,47.9871711,1,,47.987,47.987,47.987,47.987,47.987
India,Manipur,14,"Calendar Year (Jan - Dec), 2019","April, 2019",44.4496639,44.4496639,44.4496639,44.4496639,1,,44.45,44.45,44.45,44.45,44.45
India,Manipur,14,"Calendar Year (Jan - Dec), 2019","May, 2019",39.4548974,39.4548974,39.4548974,39.4548974,1,,39.455,39.455,39.455,39.455,39.455
India,Manipur,14,"Calendar Year (Jan - Dec), 2019","June, 2019",49.6998137,49.6998137,49.6998137,49.6998137,1,,49.7,49.7,49.7,49.7,49.7
India,Manipur,14,"Calendar Year (Jan - Dec), 2019","July, 2019",47.9257277,47.9257277,47.9257277,47.9257277,1,,47.926,47.926,47.926,47.926,47.926
India,Manipur,14,"Calendar Year (Jan - Dec), 2019","August, 2019",46.5997394597,46.5997394597,46.5997394597,46.5997394597,1,,46.6,46.6,46.6,46.6,46.6
India,Manipur,14,"Calendar Year (Jan - Dec), 2019","September, 2019",48.5183463,48.5183463,48.5183463,48.5183463,1,,48.518,48.518,48.518,48.518,48.518
India,Manipur,14,"Calendar Year (Jan - Dec), 2019","October, 2019",38.5806374,38.5806374,38.5806374,38.5806374,1,,38.581,38.581,38.581,38.581,38.581
India,Manipur,14,"Calendar Year (Jan - Dec), 2019","November, 2019",56.772349,56.772349,56.772349,56.772349,1,,56.772,56.772,56.772,56.772,56.772
India,Manipur,14,"Calendar Year (Jan - Dec), 2020","February, 2020",55.5,55.5,55.5,55.5,1,,55.5,55.5,55.5,55.5,55.5
India,Manipur,14,"Calendar Year (Jan - Dec), 2020","March, 2020",42.2485575,42.2485575,42.2485575,42.2485575,1,,42.249,42.249,42.249,42.249,42.249
India,Manipur,14,"Calendar Year (Jan - Dec), 2020","April, 2020",6.56,6.56,6.56,6.56,1,,6.56,6.56,6.56,6.56,6.56
India,Manipur,14,"Calendar Year (Jan - Dec), 2020","May, 2020",28.75,28.75,28.75,28.75,1,,28.75,28.75,28.75,28.75,28.75
India,Manipur,14,"Calendar Year (Jan - Dec), 2020","June, 2020",25.2,25.2,25.2,25.2,1,,25.2,25.2,25.2,25.2,25.2
India,Manipur,14,"Calendar Year (Jan - Dec), 2020","July, 2020",57.434823585,57.434823585,57.434823585,57.434823585,1,,57.435,57.435,57.435,57.435,57.435
India,Manipur,14,"Calendar Year (Jan - Dec), 2020","August, 2020",27.496431886,27.496431886,27.496431886,27.496431886,1,,27.496,27.496,27.496,27.496,27.496
India,Manipur,14,"Calendar Year (Jan - Dec), 2020","September, 2020",56.355209849,56.355209849,56.355209849,56.355209849,1,,56.355,56.355,56.355,56.355,56.355
India,Manipur,14,"Calendar Year (Jan - Dec), 2020","October, 2020",82.426013231,82.426013231,82.426013231,82.426013231,1,,82.426,82.426,82.426,82.426,82.426
India,Manipur,14,"Calendar Year (Jan - Dec), 2020","November, 2020",63.114322462,63.114322462,63.114322462,63.114322462,1,,63.114,63.114,63.114,63.114,63.114
India,Manipur,14,"Calendar Year (Jan - Dec), 2020","December, 2020",74.062768213,74.062768213,74.062768213,74.062768213,1,,74.063,74.063,74.063,74.063,74.063
India,Manipur,14,"Calendar Year (Jan - Dec), 2021","January, 2021",71.914097342,71.914097342,71.914097342,71.914097342,1,,71.914,71.914,71.914,71.914,71.914
India,Manipur,14,"Calendar Year (Jan - Dec), 2021","February, 2021",65.396401458,65.396401458,65.396401458,65.396401458,1,,65.396,65.396,65.396,65.396,65.396
India,Manipur,14,"Calendar Year (Jan - Dec), 2021","March, 2021",65.174018771,65.174018771,65.174018771,65.174018771,1,,65.174,65.174,65.174,65.174,65.174
India,Manipur,14,"Calendar Year (Jan - Dec), 2021","April, 2021",65.80305166,65.80305166,65.80305166,65.80305166,1,,65.803,65.803,65.803,65.803,65.803
India,Manipur,14,"Calendar Year (Jan - Dec), 2021","May, 2021",33.725217855,33.725217855,33.725217855,33.725217855,1,,33.725,33.725,33.725,33.725,33.725
India,Manipur,14,"Calendar Year (Jan - Dec), 2021","June, 2021",42.536459803,42.536459803,42.536459803,42.536459803,1,,42.536,42.536,42.536,42.536,42.536
India,Manipur,14,"Calendar Year (Jan - Dec), 2021","July, 2021",71.454009959,71.454009959,71.454009959,71.454009959,1,,71.454,71.454,71.454,71.454,71.454
India,Manipur,14,"Calendar Year (Jan - Dec), 2021","August, 2021",73.251939151,73.251939151,73.251939151,73.251939151,1,,73.252,73.252,73.252,73.252,73.252
India,Manipur,14,"Calendar Year (Jan - Dec), 2021","September, 2021",69.626843977,69.626843977,69.626843977,69.626843977,1,,69.627,69.627,69.627,69.627,69.627
India,Manipur,14,"Calendar Year (Jan - Dec), 2021","October, 2021",72.964909418,72.964909418,72.964909418,72.964909418,1,,72.965,72.965,72.965,72.965,72.965
India,Manipur,14,"Calendar Year (Jan - Dec), 2021","November, 2021",74.343010667,74.343010667,74.343010667,74.343010667,1,,74.343,74.343,74.343,74.343,74.343
India,Manipur,14,"Calendar Year (Jan - Dec), 2021","December, 2021",71.664948718,71.664948718,71.664948718,71.664948718,1,,71.665,71.665,71.665,71.665,71.665
India,Manipur,14,"Calendar Year (Jan - Dec), 2022","January, 2022",86.596845362,86.596845362,86.596845362,86.596845362,1,,86.597,86.597,86.597,86.597,86.597
India,Manipur,14,"Calendar Year (Jan - Dec), 2022","February, 2022",75.988247272,75.988247272,75.988247272,75.988247272,1,,75.988,75.988,75.988,75.988,75.988
India,Manipur,14,"Calendar Year (Jan - Dec), 2022","March, 2022",87.155349435,87.155349435,87.155349435,87.155349435,1,,87.155,87.155,87.155,87.155,87.155
India,Manipur,14,"Calendar Year (Jan - Dec), 2022","April, 2022",86.926401432,86.926401432,86.926401432,86.926401432,1,,86.926,86.926,86.926,86.926,86.926
India,Manipur,14,"Calendar Year (Jan - Dec), 2022","May, 2022",96.711207121,96.711207121,96.711207121,96.711207121,1,,96.711,96.711,96.711,96.711,96.711
India,Manipur,14,"Calendar Year (Jan - Dec), 2022","June, 2022",88.735401469,88.735401469,88.735401469,88.735401469,1,,88.735,88.735,88.735,88.735,88.735
