Country,State,State LGD Code,Year,Month,Settlement of Integrated goods and services tax ( IGST )_avg,Settlement of Integrated goods and services tax ( IGST )_max,Settlement of Integrated goods and services tax ( IGST )_min,Settlement of Integrated goods and services tax ( IGST )_sum,Settlement of Integrated goods and services tax ( IGST )_count,Settlement of Integrated goods and services tax ( IGST )_stddev,Settlement of Integrated goods and services tax ( IGST )_LandAreaWeight,Settlement of Integrated goods and services tax ( IGST )_TotalPopulationWeight,Settlement of Integrated goods and services tax ( IGST )_NumberOfHouseholdsWeight,Settlement of Integrated goods and services tax ( IGST )_TotalPopulationMaleWeight,Settlement of Integrated goods and services tax ( IGST )_TotalPopulationFemaleWeight
India,West Bengal,19,"Calendar Year (Jan - Dec), 2017","August, 2017",329.732899296,329.732899296,329.732899296,329.732899296,1,,329.733,329.733,329.733,329.733,329.733
India,West Bengal,19,"Calendar Year (Jan - Dec), 2017","September, 2017",566.610223,566.610223,566.610223,566.610223,1,,566.61,566.61,566.61,566.61,566.61
India,West Bengal,19,"Calendar Year (Jan - Dec), 2017","October, 2017",734.761652593,734.761652593,734.761652593,734.761652593,1,,734.762,734.762,734.762,734.762,734.762
India,West Bengal,19,"Calendar Year (Jan - Dec), 2017","November, 2017",737.191482,737.191482,737.191482,737.191482,1,,737.191,737.191,737.191,737.191,737.191
India,West Bengal,19,"Calendar Year (Jan - Dec), 2017","December, 2017",734.7670865,734.7670865,734.7670865,734.7670865,1,,734.767,734.767,734.767,734.767,734.767
India,West Bengal,19,"Calendar Year (Jan - Dec), 2018","January, 2018",826.744435,826.744435,826.744435,826.744435,1,,826.744,826.744,826.744,826.744,826.744
India,West Bengal,19,"Calendar Year (Jan - Dec), 2018","February, 2018",648.2685339,648.2685339,648.2685339,648.2685339,1,,648.269,648.269,648.269,648.269,648.269
India,West Bengal,19,"Calendar Year (Jan - Dec), 2018","March, 2018",745.8531767,745.8531767,745.8531767,745.8531767,1,,745.853,745.853,745.853,745.853,745.853
India,West Bengal,19,"Calendar Year (Jan - Dec), 2018","April, 2018",657.4994638,657.4994638,657.4994638,657.4994638,1,,657.499,657.499,657.499,657.499,657.499
India,West Bengal,19,"Calendar Year (Jan - Dec), 2018","May, 2018",728.0861818,728.0861818,728.0861818,728.0861818,1,,728.086,728.086,728.086,728.086,728.086
India,West Bengal,19,"Calendar Year (Jan - Dec), 2018","June, 2018",819.7338726,819.7338726,819.7338726,819.7338726,1,,819.734,819.734,819.734,819.734,819.734
India,West Bengal,19,"Calendar Year (Jan - Dec), 2018","July, 2018",896.4697389,896.4697389,896.4697389,896.4697389,1,,896.47,896.47,896.47,896.47,896.47
India,West Bengal,19,"Calendar Year (Jan - Dec), 2018","August, 2018",731.220864851,731.220864851,731.220864851,731.220864851,1,,731.221,731.221,731.221,731.221,731.221
India,West Bengal,19,"Calendar Year (Jan - Dec), 2018","September, 2018",730.4924193,730.4924193,730.4924193,730.4924193,1,,730.492,730.492,730.492,730.492,730.492
India,West Bengal,19,"Calendar Year (Jan - Dec), 2018","October, 2018",799.324715,799.324715,799.324715,799.324715,1,,799.325,799.325,799.325,799.325,799.325
India,West Bengal,19,"Calendar Year (Jan - Dec), 2018","November, 2018",774.9020482,774.9020482,774.9020482,774.9020482,1,,774.902,774.902,774.902,774.902,774.902
India,West Bengal,19,"Calendar Year (Jan - Dec), 2018","December, 2018",701.0985132,701.0985132,701.0985132,701.0985132,1,,701.099,701.099,701.099,701.099,701.099
India,West Bengal,19,"Calendar Year (Jan - Dec), 2019","January, 2019",854.3566308,854.3566308,854.3566308,854.3566308,1,,854.357,854.357,854.357,854.357,854.357
India,West Bengal,19,"Calendar Year (Jan - Dec), 2019","February, 2019",818.22061362,818.22061362,818.22061362,818.22061362,1,,818.221,818.221,818.221,818.221,818.221
India,West Bengal,19,"Calendar Year (Jan - Dec), 2019","March, 2019",705.4709338,705.4709338,705.4709338,705.4709338,1,,705.471,705.471,705.471,705.471,705.471
India,West Bengal,19,"Calendar Year (Jan - Dec), 2019","April, 2019",737.4552754,737.4552754,737.4552754,737.4552754,1,,737.455,737.455,737.455,737.455,737.455
India,West Bengal,19,"Calendar Year (Jan - Dec), 2019","May, 2019",682.2720694,682.2720694,682.2720694,682.2720694,1,,682.272,682.272,682.272,682.272,682.272
India,West Bengal,19,"Calendar Year (Jan - Dec), 2019","June, 2019",733.8391919,733.8391919,733.8391919,733.8391919,1,,733.839,733.839,733.839,733.839,733.839
India,West Bengal,19,"Calendar Year (Jan - Dec), 2019","July, 2019",1051.5328062,1051.5328062,1051.5328062,1051.5328062,1,,1051.533,1051.533,1051.533,1051.533,1051.533
India,West Bengal,19,"Calendar Year (Jan - Dec), 2019","August, 2019",904.8228622461,904.8228622461,904.8228622461,904.8228622461,1,,904.823,904.823,904.823,904.823,904.823
India,West Bengal,19,"Calendar Year (Jan - Dec), 2019","September, 2019",866.9867192,866.9867192,866.9867192,866.9867192,1,,866.987,866.987,866.987,866.987,866.987
India,West Bengal,19,"Calendar Year (Jan - Dec), 2019","October, 2019",828.1399943,828.1399943,828.1399943,828.1399943,1,,828.14,828.14,828.14,828.14,828.14
India,West Bengal,19,"Calendar Year (Jan - Dec), 2019","November, 2019",1013.1321102,1013.1321102,1013.1321102,1013.1321102,1,,1013.132,1013.132,1013.132,1013.132,1013.132
India,West Bengal,19,"Calendar Year (Jan - Dec), 2019","December, 2019",797.0,797.0,797.0,797.0,1,,797.0,797.0,797.0,797.0,797.0
India,West Bengal,19,"Calendar Year (Jan - Dec), 2020","January, 2020",897.0,897.0,897.0,897.0,1,,897.0,897.0,897.0,897.0,897.0
India,West Bengal,19,"Calendar Year (Jan - Dec), 2020","February, 2020",784.0,784.0,784.0,784.0,1,,784.0,784.0,784.0,784.0,784.0
India,West Bengal,19,"Calendar Year (Jan - Dec), 2020","March, 2020",772.8202863,772.8202863,772.8202863,772.8202863,1,,772.82,772.82,772.82,772.82,772.82
India,West Bengal,19,"Calendar Year (Jan - Dec), 2020","April, 2020",155.14,155.14,155.14,155.14,1,,155.14,155.14,155.14,155.14,155.14
India,West Bengal,19,"Calendar Year (Jan - Dec), 2020","May, 2020",438.46,438.46,438.46,438.46,1,,438.46,438.46,438.46,438.46,438.46
India,West Bengal,19,"Calendar Year (Jan - Dec), 2020","June, 2020",503.2,503.2,503.2,503.2,1,,503.2,503.2,503.2,503.2,503.2
India,West Bengal,19,"Calendar Year (Jan - Dec), 2020","July, 2020",835.686175435,835.686175435,835.686175435,835.686175435,1,,835.686,835.686,835.686,835.686,835.686
India,West Bengal,19,"Calendar Year (Jan - Dec), 2020","August, 2020",772.405302044,772.405302044,772.405302044,772.405302044,1,,772.405,772.405,772.405,772.405,772.405
India,West Bengal,19,"Calendar Year (Jan - Dec), 2020","September, 2020",843.408756144,843.408756144,843.408756144,843.408756144,1,,843.409,843.409,843.409,843.409,843.409
India,West Bengal,19,"Calendar Year (Jan - Dec), 2020","October, 2020",1083.807134262,1083.807134262,1083.807134262,1083.807134262,1,,1083.807,1083.807,1083.807,1083.807,1083.807
India,West Bengal,19,"Calendar Year (Jan - Dec), 2020","November, 2020",1003.501659686,1003.501659686,1003.501659686,1003.501659686,1,,1003.502,1003.502,1003.502,1003.502,1003.502
India,West Bengal,19,"Calendar Year (Jan - Dec), 2020","December, 2020",922.147916273,922.147916273,922.147916273,922.147916273,1,,922.148,922.148,922.148,922.148,922.148
India,West Bengal,19,"Calendar Year (Jan - Dec), 2021","January, 2021",1029.190026194,1029.190026194,1029.190026194,1029.190026194,1,,1029.19,1029.19,1029.19,1029.19,1029.19
India,West Bengal,19,"Calendar Year (Jan - Dec), 2021","February, 2021",877.539674034,877.539674034,877.539674034,877.539674034,1,,877.54,877.54,877.54,877.54,877.54
India,West Bengal,19,"Calendar Year (Jan - Dec), 2021","March, 2021",879.17495961,879.17495961,879.17495961,879.17495961,1,,879.175,879.175,879.175,879.175,879.175
India,West Bengal,19,"Calendar Year (Jan - Dec), 2021","April, 2021",1130.539543005,1130.539543005,1130.539543005,1130.539543005,1,,1130.54,1130.54,1130.54,1130.54,1130.54
India,West Bengal,19,"Calendar Year (Jan - Dec), 2021","May, 2021",723.474466608,723.474466608,723.474466608,723.474466608,1,,723.474,723.474,723.474,723.474,723.474
India,West Bengal,19,"Calendar Year (Jan - Dec), 2021","June, 2021",782.562000945,782.562000945,782.562000945,782.562000945,1,,782.562,782.562,782.562,782.562,782.562
India,West Bengal,19,"Calendar Year (Jan - Dec), 2021","July, 2021",1047.206734406,1047.206734406,1047.206734406,1047.206734406,1,,1047.207,1047.207,1047.207,1047.207,1047.207
India,West Bengal,19,"Calendar Year (Jan - Dec), 2021","August, 2021",1106.55743737,1106.55743737,1106.55743737,1106.55743737,1,,1106.557,1106.557,1106.557,1106.557,1106.557
India,West Bengal,19,"Calendar Year (Jan - Dec), 2021","September, 2021",1217.684381641,1217.684381641,1217.684381641,1217.684381641,1,,1217.684,1217.684,1217.684,1217.684,1217.684
India,West Bengal,19,"Calendar Year (Jan - Dec), 2021","October, 2021",1024.779223686,1024.779223686,1024.779223686,1024.779223686,1,,1024.779,1024.779,1024.779,1024.779,1024.779
India,West Bengal,19,"Calendar Year (Jan - Dec), 2021","November, 2021",928.65730894,928.65730894,928.65730894,928.65730894,1,,928.657,928.657,928.657,928.657,928.657
India,West Bengal,19,"Calendar Year (Jan - Dec), 2021","December, 2021",862.423777002,862.423777002,862.423777002,862.423777002,1,,862.424,862.424,862.424,862.424,862.424
India,West Bengal,19,"Calendar Year (Jan - Dec), 2022","January, 2022",1125.704829376,1125.704829376,1125.704829376,1125.704829376,1,,1125.705,1125.705,1125.705,1125.705,1125.705
India,West Bengal,19,"Calendar Year (Jan - Dec), 2022","February, 2022",1116.057863177,1116.057863177,1116.057863177,1116.057863177,1,,1116.058,1116.058,1116.058,1116.058,1116.058
India,West Bengal,19,"Calendar Year (Jan - Dec), 2022","March, 2022",1257.879425349,1257.879425349,1257.879425349,1257.879425349,1,,1257.879,1257.879,1257.879,1257.879,1257.879
India,West Bengal,19,"Calendar Year (Jan - Dec), 2022","April, 2022",1179.396603558,1179.396603558,1179.396603558,1179.396603558,1,,1179.397,1179.397,1179.397,1179.397,1179.397
India,West Bengal,19,"Calendar Year (Jan - Dec), 2022","May, 2022",1074.150106195,1074.150106195,1074.150106195,1074.150106195,1,,1074.15,1074.15,1074.15,1074.15,1074.15
India,West Bengal,19,"Calendar Year (Jan - Dec), 2022","June, 2022",1169.049008159,1169.049008159,1169.049008159,1169.049008159,1,,1169.049,1169.049,1169.049,1169.049,1169.049
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2017","August, 2017",127.04108541,127.04108541,127.04108541,127.04108541,1,,127.041,127.041,127.041,127.041,127.041
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2017","September, 2017",69.6643136,69.6643136,69.6643136,69.6643136,1,,69.664,69.664,69.664,69.664,69.664
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2017","October, 2017",125.768509918,125.768509918,125.768509918,125.768509918,1,,125.769,125.769,125.769,125.769,125.769
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2017","November, 2017",156.3578321,156.3578321,156.3578321,156.3578321,1,,156.358,156.358,156.358,156.358,156.358
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2017","December, 2017",166.170047,166.170047,166.170047,166.170047,1,,166.17,166.17,166.17,166.17,166.17
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2018","January, 2018",135.4184163,135.4184163,135.4184163,135.4184163,1,,135.418,135.418,135.418,135.418,135.418
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2018","February, 2018",168.4492922,168.4492922,168.4492922,168.4492922,1,,168.449,168.449,168.449,168.449,168.449
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2018","March, 2018",145.0262313,145.0262313,145.0262313,145.0262313,1,,145.026,145.026,145.026,145.026,145.026
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2018","April, 2018",101.176828,101.176828,101.176828,101.176828,1,,101.177,101.177,101.177,101.177,101.177
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2018","May, 2018",141.8986262,141.8986262,141.8986262,141.8986262,1,,141.899,141.899,141.899,141.899,141.899
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2018","June, 2018",161.1489978,161.1489978,161.1489978,161.1489978,1,,161.149,161.149,161.149,161.149,161.149
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2018","July, 2018",184.6294021,184.6294021,184.6294021,184.6294021,1,,184.629,184.629,184.629,184.629,184.629
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2018","August, 2018",164.76536815,164.76536815,164.76536815,164.76536815,1,,164.765,164.765,164.765,164.765,164.765
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2018","September, 2018",183.5921324,183.5921324,183.5921324,183.5921324,1,,183.592,183.592,183.592,183.592,183.592
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2018","October, 2018",151.0703175,151.0703175,151.0703175,151.0703175,1,,151.07,151.07,151.07,151.07,151.07
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2018","November, 2018",211.7142455,211.7142455,211.7142455,211.7142455,1,,211.714,211.714,211.714,211.714,211.714
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2018","December, 2018",213.4896252,213.4896252,213.4896252,213.4896252,1,,213.49,213.49,213.49,213.49,213.49
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2019","January, 2019",186.2505867,186.2505867,186.2505867,186.2505867,1,,186.251,186.251,186.251,186.251,186.251
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2019","February, 2019",212.752169092,212.752169092,212.752169092,212.752169092,1,,212.752,212.752,212.752,212.752,212.752
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2019","March, 2019",167.6512663,167.6512663,167.6512663,167.6512663,1,,167.651,167.651,167.651,167.651,167.651
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2019","April, 2019",170.1280443,170.1280443,170.1280443,170.1280443,1,,170.128,170.128,170.128,170.128,170.128
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2019","May, 2019",179.9699746,179.9699746,179.9699746,179.9699746,1,,179.97,179.97,179.97,179.97,179.97
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2019","June, 2019",187.2751257,187.2751257,187.2751257,187.2751257,1,,187.275,187.275,187.275,187.275,187.275
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2019","July, 2019",271.3554705,271.3554705,271.3554705,271.3554705,1,,271.355,271.355,271.355,271.355,271.355
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2019","August, 2019",238.3517191774,238.3517191774,238.3517191774,238.3517191774,1,,238.352,238.352,238.352,238.352,238.352
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2019","September, 2019",244.129097,244.129097,244.129097,244.129097,1,,244.129,244.129,244.129,244.129,244.129
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2019","October, 2019",133.7428095,133.7428095,133.7428095,133.7428095,1,,133.743,133.743,133.743,133.743,133.743
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2019","November, 2019",339.6533885,339.6533885,339.6533885,339.6533885,1,,339.653,339.653,339.653,339.653,339.653
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2019","December, 2019",260.0,260.0,260.0,260.0,1,,260.0,260.0,260.0,260.0,260.0
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2020","February, 2020",197.9,197.9,197.9,197.9,1,,197.9,197.9,197.9,197.9,197.9
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2020","March, 2020",172.525056,172.525056,172.525056,172.525056,1,,172.525,172.525,172.525,172.525,172.525
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2020","April, 2020",44.14,44.14,44.14,44.14,1,,44.14,44.14,44.14,44.14,44.14
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2020","May, 2020",108.36,108.36,108.36,108.36,1,,108.36,108.36,108.36,108.36,108.36
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2020","June, 2020",154.3,154.3,154.3,154.3,1,,154.3,154.3,154.3,154.3,154.3
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2020","July, 2020",228.389614846,228.389614846,228.389614846,228.389614846,1,,228.39,228.39,228.39,228.39,228.39
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2020","August, 2020",236.398737627,236.398737627,236.398737627,236.398737627,1,,236.399,236.399,236.399,236.399,236.399
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2020","September, 2020",285.572774793,285.572774793,285.572774793,285.572774793,1,,285.573,285.573,285.573,285.573,285.573
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2020","October, 2020",306.037030304,306.037030304,306.037030304,306.037030304,1,,306.037,306.037,306.037,306.037,306.037
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2020","November, 2020",308.827385911,308.827385911,308.827385911,308.827385911,1,,308.827,308.827,308.827,308.827,308.827
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2020","December, 2020",284.209766131,284.209766131,284.209766131,284.209766131,1,,284.21,284.21,284.21,284.21,284.21
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2021","January, 2021",256.890888432,256.890888432,256.890888432,256.890888432,1,,256.891,256.891,256.891,256.891,256.891
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2021","February, 2021",153.30932987,153.30932987,153.30932987,153.30932987,1,,153.309,153.309,153.309,153.309,153.309
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2021","March, 2021",154.163402219,154.163402219,154.163402219,154.163402219,1,,154.163,154.163,154.163,154.163,154.163
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2021","April, 2021",150.03394828,150.03394828,150.03394828,150.03394828,1,,150.034,150.034,150.034,150.034,150.034
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2021","May, 2021",109.993130179,109.993130179,109.993130179,109.993130179,1,,109.993,109.993,109.993,109.993,109.993
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2021","June, 2021",204.221305096,204.221305096,204.221305096,204.221305096,1,,204.221,204.221,204.221,204.221,204.221
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2021","July, 2021",348.339326014,348.339326014,348.339326014,348.339326014,1,,348.339,348.339,348.339,348.339,348.339
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2021","August, 2021",334.686796164,334.686796164,334.686796164,334.686796164,1,,334.687,334.687,334.687,334.687,334.687
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2021","September, 2021",274.714361375,274.714361375,274.714361375,274.714361375,1,,274.714,274.714,274.714,274.714,274.714
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2021","October, 2021",293.612352313,293.612352313,293.612352313,293.612352313,1,,293.612,293.612,293.612,293.612,293.612
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2021","November, 2021",290.954072807,290.954072807,290.954072807,290.954072807,1,,290.954,290.954,290.954,290.954,290.954
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2021","December, 2021",288.133683907,288.133683907,288.133683907,288.133683907,1,,288.134,288.134,288.134,288.134,288.134
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2022","January, 2022",247.316801976,247.316801976,247.316801976,247.316801976,1,,247.317,247.317,247.317,247.317,247.317
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2022","February, 2022",165.454331876,165.454331876,165.454331876,165.454331876,1,,165.454,165.454,165.454,165.454,165.454
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2022","March, 2022",111.012813359,111.012813359,111.012813359,111.012813359,1,,111.013,111.013,111.013,111.013,111.013
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2022","April, 2022",256.098169459,256.098169459,256.098169459,256.098169459,1,,256.098,256.098,256.098,256.098,256.098
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2022","May, 2022",240.927663392,240.927663392,240.927663392,240.927663392,1,,240.928,240.928,240.928,240.928,240.928
India,Jharkhand,20,"Calendar Year (Jan - Dec), 2022","June, 2022",200.500001373,200.500001373,200.500001373,200.500001373,1,,200.5,200.5,200.5,200.5,200.5
India,Odisha,21,"Calendar Year (Jan - Dec), 2017","August, 2017",182.260058906,182.260058906,182.260058906,182.260058906,1,,182.26,182.26,182.26,182.26,182.26
India,Odisha,21,"Calendar Year (Jan - Dec), 2017","September, 2017",251.7972436,251.7972436,251.7972436,251.7972436,1,,251.797,251.797,251.797,251.797,251.797
India,Odisha,21,"Calendar Year (Jan - Dec), 2017","October, 2017",331.197252548,331.197252548,331.197252548,331.197252548,1,,331.197,331.197,331.197,331.197,331.197
India,Odisha,21,"Calendar Year (Jan - Dec), 2017","November, 2017",282.8928678,282.8928678,282.8928678,282.8928678,1,,282.893,282.893,282.893,282.893,282.893
India,Odisha,21,"Calendar Year (Jan - Dec), 2017","December, 2017",323.6809193,323.6809193,323.6809193,323.6809193,1,,323.681,323.681,323.681,323.681,323.681
India,Odisha,21,"Calendar Year (Jan - Dec), 2018","January, 2018",370.5585237,370.5585237,370.5585237,370.5585237,1,,370.559,370.559,370.559,370.559,370.559
India,Odisha,21,"Calendar Year (Jan - Dec), 2018","February, 2018",314.071834,314.071834,314.071834,314.071834,1,,314.072,314.072,314.072,314.072,314.072
India,Odisha,21,"Calendar Year (Jan - Dec), 2018","March, 2018",320.8743751,320.8743751,320.8743751,320.8743751,1,,320.874,320.874,320.874,320.874,320.874
India,Odisha,21,"Calendar Year (Jan - Dec), 2018","April, 2018",369.9829563,369.9829563,369.9829563,369.9829563,1,,369.983,369.983,369.983,369.983,369.983
India,Odisha,21,"Calendar Year (Jan - Dec), 2018","May, 2018",217.1975126,217.1975126,217.1975126,217.1975126,1,,217.198,217.198,217.198,217.198,217.198
India,Odisha,21,"Calendar Year (Jan - Dec), 2018","June, 2018",293.1409944,293.1409944,293.1409944,293.1409944,1,,293.141,293.141,293.141,293.141,293.141
India,Odisha,21,"Calendar Year (Jan - Dec), 2018","July, 2018",390.3550974,390.3550974,390.3550974,390.3550974,1,,390.355,390.355,390.355,390.355,390.355
India,Odisha,21,"Calendar Year (Jan - Dec), 2018","August, 2018",307.086709285,307.086709285,307.086709285,307.086709285,1,,307.087,307.087,307.087,307.087,307.087
India,Odisha,21,"Calendar Year (Jan - Dec), 2018","September, 2018",286.1715647,286.1715647,286.1715647,286.1715647,1,,286.172,286.172,286.172,286.172,286.172
India,Odisha,21,"Calendar Year (Jan - Dec), 2018","October, 2018",323.2094293,323.2094293,323.2094293,323.2094293,1,,323.209,323.209,323.209,323.209,323.209
India,Odisha,21,"Calendar Year (Jan - Dec), 2018","November, 2018",300.2831232,300.2831232,300.2831232,300.2831232,1,,300.283,300.283,300.283,300.283,300.283
India,Odisha,21,"Calendar Year (Jan - Dec), 2018","December, 2018",206.7748571,206.7748571,206.7748571,206.7748571,1,,206.775,206.775,206.775,206.775,206.775
India,Odisha,21,"Calendar Year (Jan - Dec), 2019","January, 2019",287.8008642,287.8008642,287.8008642,287.8008642,1,,287.801,287.801,287.801,287.801,287.801
India,Odisha,21,"Calendar Year (Jan - Dec), 2019","February, 2019",260.397331521,260.397331521,260.397331521,260.397331521,1,,260.397,260.397,260.397,260.397,260.397
India,Odisha,21,"Calendar Year (Jan - Dec), 2019","March, 2019",339.0664303,339.0664303,339.0664303,339.0664303,1,,339.066,339.066,339.066,339.066,339.066
India,Odisha,21,"Calendar Year (Jan - Dec), 2019","April, 2019",332.5181268,332.5181268,332.5181268,332.5181268,1,,332.518,332.518,332.518,332.518,332.518
India,Odisha,21,"Calendar Year (Jan - Dec), 2019","May, 2019",261.529411,261.529411,261.529411,261.529411,1,,261.529,261.529,261.529,261.529,261.529
India,Odisha,21,"Calendar Year (Jan - Dec), 2019","June, 2019",276.6486259,276.6486259,276.6486259,276.6486259,1,,276.649,276.649,276.649,276.649,276.649
India,Odisha,21,"Calendar Year (Jan - Dec), 2019","July, 2019",391.6334957,391.6334957,391.6334957,391.6334957,1,,391.633,391.633,391.633,391.633,391.633
India,Odisha,21,"Calendar Year (Jan - Dec), 2019","August, 2019",356.4626505783,356.4626505783,356.4626505783,356.4626505783,1,,356.463,356.463,356.463,356.463,356.463
India,Odisha,21,"Calendar Year (Jan - Dec), 2019","September, 2019",363.2162556,363.2162556,363.2162556,363.2162556,1,,363.216,363.216,363.216,363.216,363.216
India,Odisha,21,"Calendar Year (Jan - Dec), 2019","October, 2019",307.6951799,307.6951799,307.6951799,307.6951799,1,,307.695,307.695,307.695,307.695,307.695
India,Odisha,21,"Calendar Year (Jan - Dec), 2019","November, 2019",377.4681206,377.4681206,377.4681206,377.4681206,1,,377.468,377.468,377.468,377.468,377.468
India,Odisha,21,"Calendar Year (Jan - Dec), 2019","December, 2019",420.0,420.0,420.0,420.0,1,,420.0,420.0,420.0,420.0,420.0
India,Odisha,21,"Calendar Year (Jan - Dec), 2020","January, 2020",408.0,408.0,408.0,408.0,1,,408.0,408.0,408.0,408.0,408.0
India,Odisha,21,"Calendar Year (Jan - Dec), 2020","February, 2020",398.7,398.7,398.7,398.7,1,,398.7,398.7,398.7,398.7,398.7
India,Odisha,21,"Calendar Year (Jan - Dec), 2020","March, 2020",401.2294532,401.2294532,401.2294532,401.2294532,1,,401.229,401.229,401.229,401.229,401.229
India,Odisha,21,"Calendar Year (Jan - Dec), 2020","April, 2020",59.76,59.76,59.76,59.76,1,,59.76,59.76,59.76,59.76,59.76
India,Odisha,21,"Calendar Year (Jan - Dec), 2020","May, 2020",231.25,231.25,231.25,231.25,1,,231.25,231.25,231.25,231.25,231.25
India,Odisha,21,"Calendar Year (Jan - Dec), 2020","June, 2020",319.5,319.5,319.5,319.5,1,,319.5,319.5,319.5,319.5,319.5
India,Odisha,21,"Calendar Year (Jan - Dec), 2020","July, 2020",435.587300655,435.587300655,435.587300655,435.587300655,1,,435.587,435.587,435.587,435.587,435.587
India,Odisha,21,"Calendar Year (Jan - Dec), 2020","August, 2020",286.916736989,286.916736989,286.916736989,286.916736989,1,,286.917,286.917,286.917,286.917,286.917
India,Odisha,21,"Calendar Year (Jan - Dec), 2020","September, 2020",437.487462579,437.487462579,437.487462579,437.487462579,1,,437.487,437.487,437.487,437.487,437.487
India,Odisha,21,"Calendar Year (Jan - Dec), 2020","October, 2020",480.836285727,480.836285727,480.836285727,480.836285727,1,,480.836,480.836,480.836,480.836,480.836
India,Odisha,21,"Calendar Year (Jan - Dec), 2020","November, 2020",477.893967703,477.893967703,477.893967703,477.893967703,1,,477.894,477.894,477.894,477.894,477.894
India,Odisha,21,"Calendar Year (Jan - Dec), 2020","December, 2020",414.423430831,414.423430831,414.423430831,414.423430831,1,,414.423,414.423,414.423,414.423,414.423
India,Odisha,21,"Calendar Year (Jan - Dec), 2021","January, 2021",516.117390588,516.117390588,516.117390588,516.117390588,1,,516.117,516.117,516.117,516.117,516.117
India,Odisha,21,"Calendar Year (Jan - Dec), 2021","February, 2021",441.025011454,441.025011454,441.025011454,441.025011454,1,,441.025,441.025,441.025,441.025,441.025
India,Odisha,21,"Calendar Year (Jan - Dec), 2021","March, 2021",378.927456139,378.927456139,378.927456139,378.927456139,1,,378.927,378.927,378.927,378.927,378.927
India,Odisha,21,"Calendar Year (Jan - Dec), 2021","April, 2021",578.74481597,578.74481597,578.74481597,578.74481597,1,,578.745,578.745,578.745,578.745,578.745
India,Odisha,21,"Calendar Year (Jan - Dec), 2021","May, 2021",160.718327868,160.718327868,160.718327868,160.718327868,1,,160.718,160.718,160.718,160.718,160.718
India,Odisha,21,"Calendar Year (Jan - Dec), 2021","June, 2021",201.908962569,201.908962569,201.908962569,201.908962569,1,,201.909,201.909,201.909,201.909,201.909
