Country,State,State lgd code,Year,Month,Gst ( goods and service tax ) return type,Payer eligible for gst ( goods and service tax ) registration_avg,Payer eligible for gst ( goods and service tax ) registration_max,Payer eligible for gst ( goods and service tax ) registration_min,Payer eligible for gst ( goods and service tax ) registration_sum,Payer eligible for gst ( goods and service tax ) registration_count,Payer eligible for gst ( goods and service tax ) registration_stddev,Payer eligible for gst ( goods and service tax ) registration_LandAreaWeight,Payer eligible for gst ( goods and service tax ) registration_TotalPopulationWeight,Payer eligible for gst ( goods and service tax ) registration_NumberOfHouseholdsWeight,Payer eligible for gst ( goods and service tax ) registration_TotalPopulationMaleWeight,Payer eligible for gst ( goods and service tax ) registration_TotalPopulationFemaleWeight,Gst ( goods and service tax ) payers registered before due date_avg,Gst ( goods and service tax ) payers registered before due date_max,Gst ( goods and service tax ) payers registered before due date_min,Gst ( goods and service tax ) payers registered before due date_sum,Gst ( goods and service tax ) payers registered before due date_count,Gst ( goods and service tax ) payers registered before due date_stddev,Gst ( goods and service tax ) payers registered before due date_LandAreaWeight,Gst ( goods and service tax ) payers registered before due date_TotalPopulationWeight,Gst ( goods and service tax ) payers registered before due date_NumberOfHouseholdsWeight,Gst ( goods and service tax ) payers registered before due date_TotalPopulationMaleWeight,Gst ( goods and service tax ) payers registered before due date_TotalPopulationFemaleWeight,Gst ( goods and service tax ) payers registered after due date_avg,Gst ( goods and service tax ) payers registered after due date_max,Gst ( goods and service tax ) payers registered after due date_min,Gst ( goods and service tax ) payers registered after due date_sum,Gst ( goods and service tax ) payers registered after due date_count,Gst ( goods and service tax ) payers registered after due date_stddev,Gst ( goods and service tax ) payers registered after due date_LandAreaWeight,Gst ( goods and service tax ) payers registered after due date_TotalPopulationWeight,Gst ( goods and service tax ) payers registered after due date_NumberOfHouseholdsWeight,Gst ( goods and service tax ) payers registered after due date_TotalPopulationMaleWeight,Gst ( goods and service tax ) payers registered after due date_TotalPopulationFemaleWeight
India,West Bengal,19,"Financial Year (Apr - Mar), 2022","May, 2022",GSTR-3,368904.0,368904,368904,368904,1,,368904.0,368904.0,368904.0,368904.0,368904.0,291461.0,291461,291461,291461,1,,291461.0,291461.0,291461.0,291461.0,291461.0,31506.0,31506,31506,31506,1,,31506.0,31506.0,31506.0,31506.0,31506.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2017","July, 2017",GSTR-1,82880.0,82880,82880,82880,1,,82880.0,82880.0,82880.0,82880.0,82880.0,64366.0,64366,64366,64366,1,,64366.0,64366.0,64366.0,64366.0,64366.0,11548.0,11548,11548,11548,1,,11548.0,11548.0,11548.0,11548.0,11548.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2017","July, 2017",GSTR-3,82880.0,82880,82880,82880,1,,82880.0,82880.0,82880.0,82880.0,82880.0,46423.0,46423,46423,46423,1,,46423.0,46423.0,46423.0,46423.0,46423.0,34141.0,34141,34141,34141,1,,34141.0,34141.0,34141.0,34141.0,34141.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2017","August, 2017",GSTR-3,95439.0,95439,95439,95439,1,,95439.0,95439.0,95439.0,95439.0,95439.0,33373.0,33373,33373,33373,1,,33373.0,33373.0,33373.0,33373.0,33373.0,57282.0,57282,57282,57282,1,,57282.0,57282.0,57282.0,57282.0,57282.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2017","September, 2017",GSTR-1,100685.0,100685,100685,100685,1,,100685.0,100685.0,100685.0,100685.0,100685.0,73455.0,73455,73455,73455,1,,73455.0,73455.0,73455.0,73455.0,73455.0,17150.0,17150,17150,17150,1,,17150.0,17150.0,17150.0,17150.0,17150.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2017","September, 2017",GSTR-3,100685.0,100685,100685,100685,1,,100685.0,100685.0,100685.0,100685.0,100685.0,50897.0,50897,50897,50897,1,,50897.0,50897.0,50897.0,50897.0,50897.0,45425.0,45425,45425,45425,1,,45425.0,45425.0,45425.0,45425.0,45425.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2017","October, 2017",GSTR-1,44777.0,44777,44777,44777,1,,44777.0,44777.0,44777.0,44777.0,44777.0,33711.0,33711,33711,33711,1,,33711.0,33711.0,33711.0,33711.0,33711.0,4460.0,4460,4460,4460,1,,4460.0,4460.0,4460.0,4460.0,4460.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2017","October, 2017",GSTR-3,101040.0,101040,101040,101040,1,,101040.0,101040.0,101040.0,101040.0,101040.0,56454.0,56454,56454,56454,1,,56454.0,56454.0,56454.0,56454.0,56454.0,39421.0,39421,39421,39421,1,,39421.0,39421.0,39421.0,39421.0,39421.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2017","November, 2017",GSTR-1,45978.0,45978,45978,45978,1,,45978.0,45978.0,45978.0,45978.0,45978.0,34322.0,34322,34322,34322,1,,34322.0,34322.0,34322.0,34322.0,34322.0,5048.0,5048,5048,5048,1,,5048.0,5048.0,5048.0,5048.0,5048.0
India,Lakshadweep,31,"Financial Year (Apr - Mar), 2017","December, 2017",GSTR-1,253.0,253,253,253,1,,253.0,253.0,253.0,253.0,253.0,98.0,98,98,98,1,,98.0,98.0,98.0,98.0,98.0,56.0,56,56,56,1,,56.0,56.0,56.0,56.0,56.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2017","November, 2017",GSTR-3,104889.0,104889,104889,104889,1,,104889.0,104889.0,104889.0,104889.0,104889.0,63541.0,63541,63541,63541,1,,63541.0,63541.0,63541.0,63541.0,63541.0,34943.0,34943,34943,34943,1,,34943.0,34943.0,34943.0,34943.0,34943.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2017","December, 2017",GSTR-1,108087.0,108087,108087,108087,1,,108087.0,108087.0,108087.0,108087.0,108087.0,76636.0,76636,76636,76636,1,,76636.0,76636.0,76636.0,76636.0,76636.0,20707.0,20707,20707,20707,1,,20707.0,20707.0,20707.0,20707.0,20707.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2017","December, 2017",GSTR-3,108087.0,108087,108087,108087,1,,108087.0,108087.0,108087.0,108087.0,108087.0,70612.0,70612,70612,70612,1,,70612.0,70612.0,70612.0,70612.0,70612.0,30333.0,30333,30333,30333,1,,30333.0,30333.0,30333.0,30333.0,30333.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2017","January, 2018",GSTR-1,47997.0,47997,47997,47997,1,,47997.0,47997.0,47997.0,47997.0,47997.0,33695.0,33695,33695,33695,1,,33695.0,33695.0,33695.0,33695.0,33695.0,6745.0,6745,6745,6745,1,,6745.0,6745.0,6745.0,6745.0,6745.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2017","January, 2018",GSTR-3,111749.0,111749,111749,111749,1,,111749.0,111749.0,111749.0,111749.0,111749.0,72363.0,72363,72363,72363,1,,72363.0,72363.0,72363.0,72363.0,72363.0,31352.0,31352,31352,31352,1,,31352.0,31352.0,31352.0,31352.0,31352.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2017","February, 2018",GSTR-1,48997.0,48997,48997,48997,1,,48997.0,48997.0,48997.0,48997.0,48997.0,33138.0,33138,33138,33138,1,,33138.0,33138.0,33138.0,33138.0,33138.0,7863.0,7863,7863,7863,1,,7863.0,7863.0,7863.0,7863.0,7863.0
India,Lakshadweep,31,"Financial Year (Apr - Mar), 2017","December, 2017",GSTR-3,253.0,253,253,253,1,,253.0,253.0,253.0,253.0,253.0,67.0,67,67,67,1,,67.0,67.0,67.0,67.0,67.0,99.0,99,99,99,1,,99.0,99.0,99.0,99.0,99.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2017","February, 2018",GSTR-3,115174.0,115174,115174,115174,1,,115174.0,115174.0,115174.0,115174.0,115174.0,70747.0,70747,70747,70747,1,,70747.0,70747.0,70747.0,70747.0,70747.0,35813.0,35813,35813,35813,1,,35813.0,35813.0,35813.0,35813.0,35813.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2017","March, 2018",GSTR-1,117217.0,117217,117217,117217,1,,117217.0,117217.0,117217.0,117217.0,117217.0,73740.0,73740,73740,73740,1,,73740.0,73740.0,73740.0,73740.0,73740.0,29489.0,29489,29489,29489,1,,29489.0,29489.0,29489.0,29489.0,29489.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2017","March, 2018",GSTR-3,117217.0,117217,117217,117217,1,,117217.0,117217.0,117217.0,117217.0,117217.0,66374.0,66374,66374,66374,1,,66374.0,66374.0,66374.0,66374.0,66374.0,41936.0,41936,41936,41936,1,,41936.0,41936.0,41936.0,41936.0,41936.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2018","April, 2018",GSTR-1,63614.0,63614,63614,63614,1,,63614.0,63614.0,63614.0,63614.0,63614.0,32938.0,32938,32938,32938,1,,32938.0,32938.0,32938.0,32938.0,32938.0,10415.0,10415,10415,10415,1,,10415.0,10415.0,10415.0,10415.0,10415.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2018","April, 2018",GSTR-3,120029.0,120029,120029,120029,1,,120029.0,120029.0,120029.0,120029.0,120029.0,41166.0,41166,41166,41166,1,,41166.0,41166.0,41166.0,41166.0,41166.0,69298.0,69298,69298,69298,1,,69298.0,69298.0,69298.0,69298.0,69298.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2018","May, 2018",GSTR-1,66074.0,66074,66074,66074,1,,66074.0,66074.0,66074.0,66074.0,66074.0,32737.0,32737,32737,32737,1,,32737.0,32737.0,32737.0,32737.0,32737.0,11353.0,11353,11353,11353,1,,11353.0,11353.0,11353.0,11353.0,11353.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2018","May, 2018",GSTR-3,124262.0,124262,124262,124262,1,,124262.0,124262.0,124262.0,124262.0,124262.0,72001.0,72001,72001,72001,1,,72001.0,72001.0,72001.0,72001.0,72001.0,40970.0,40970,40970,40970,1,,40970.0,40970.0,40970.0,40970.0,40970.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2018","June, 2018",GSTR-1,127212.0,127212,127212,127212,1,,127212.0,127212.0,127212.0,127212.0,127212.0,72615.0,72615,72615,72615,1,,72615.0,72615.0,72615.0,72615.0,72615.0,36812.0,36812,36812,36812,1,,36812.0,36812.0,36812.0,36812.0,36812.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2018","June, 2018",GSTR-3,127212.0,127212,127212,127212,1,,127212.0,127212.0,127212.0,127212.0,127212.0,73289.0,73289,73289,73289,1,,73289.0,73289.0,73289.0,73289.0,73289.0,41409.0,41409,41409,41409,1,,41409.0,41409.0,41409.0,41409.0,41409.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2018","July, 2018",GSTR-1,67228.0,67228,67228,67228,1,,67228.0,67228.0,67228.0,67228.0,67228.0,30793.0,30793,30793,30793,1,,30793.0,30793.0,30793.0,30793.0,30793.0,14328.0,14328,14328,14328,1,,14328.0,14328.0,14328.0,14328.0,14328.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2018","July, 2018",GSTR-3,129431.0,129431,129431,129431,1,,129431.0,129431.0,129431.0,129431.0,129431.0,84966.0,84966,84966,84966,1,,84966.0,84966.0,84966.0,84966.0,84966.0,31611.0,31611,31611,31611,1,,31611.0,31611.0,31611.0,31611.0,31611.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2018","August, 2018",GSTR-1,66395.0,66395,66395,66395,1,,66395.0,66395.0,66395.0,66395.0,66395.0,28032.0,28032,28032,28032,1,,28032.0,28032.0,28032.0,28032.0,28032.0,17461.0,17461,17461,17461,1,,17461.0,17461.0,17461.0,17461.0,17461.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2018","August, 2018",GSTR-3,131933.0,131933,131933,131933,1,,131933.0,131933.0,131933.0,131933.0,131933.0,76030.0,76030,76030,76030,1,,76030.0,76030.0,76030.0,76030.0,76030.0,42418.0,42418,42418,42418,1,,42418.0,42418.0,42418.0,42418.0,42418.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2018","September, 2018",GSTR-1,133208.0,133208,133208,133208,1,,133208.0,133208.0,133208.0,133208.0,133208.0,53025.0,53025,53025,53025,1,,53025.0,53025.0,53025.0,53025.0,53025.0,60986.0,60986,60986,60986,1,,60986.0,60986.0,60986.0,60986.0,60986.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2018","September, 2018",GSTR-3,133208.0,133208,133208,133208,1,,133208.0,133208.0,133208.0,133208.0,133208.0,83320.0,83320,83320,83320,1,,83320.0,83320.0,83320.0,83320.0,83320.0,36470.0,36470,36470,36470,1,,36470.0,36470.0,36470.0,36470.0,36470.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2018","October, 2018",GSTR-1,65284.0,65284,65284,65284,1,,65284.0,65284.0,65284.0,65284.0,65284.0,10409.0,10409,10409,10409,1,,10409.0,10409.0,10409.0,10409.0,10409.0,35948.0,35948,35948,35948,1,,35948.0,35948.0,35948.0,35948.0,35948.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2018","October, 2018",GSTR-3,135208.0,135208,135208,135208,1,,135208.0,135208.0,135208.0,135208.0,135208.0,77173.0,77173,77173,77173,1,,77173.0,77173.0,77173.0,77173.0,77173.0,44466.0,44466,44466,44466,1,,44466.0,44466.0,44466.0,44466.0,44466.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2018","November, 2018",GSTR-1,65226.0,65226,65226,65226,1,,65226.0,65226.0,65226.0,65226.0,65226.0,13652.0,13652,13652,13652,1,,13652.0,13652.0,13652.0,13652.0,13652.0,32950.0,32950,32950,32950,1,,32950.0,32950.0,32950.0,32950.0,32950.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2018","November, 2018",GSTR-3,137094.0,137094,137094,137094,1,,137094.0,137094.0,137094.0,137094.0,137094.0,82956.0,82956,82956,82956,1,,82956.0,82956.0,82956.0,82956.0,82956.0,38739.0,38739,38739,38739,1,,38739.0,38739.0,38739.0,38739.0,38739.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2018","December, 2018",GSTR-1,139370.0,139370,139370,139370,1,,139370.0,139370.0,139370.0,139370.0,139370.0,22352.0,22352,22352,22352,1,,22352.0,22352.0,22352.0,22352.0,22352.0,95596.0,95596,95596,95596,1,,95596.0,95596.0,95596.0,95596.0,95596.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2018","December, 2018",GSTR-3,139370.0,139370,139370,139370,1,,139370.0,139370.0,139370.0,139370.0,139370.0,84088.0,84088,84088,84088,1,,84088.0,84088.0,84088.0,84088.0,84088.0,39448.0,39448,39448,39448,1,,39448.0,39448.0,39448.0,39448.0,39448.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2018","January, 2019",GSTR-1,64786.0,64786,64786,64786,1,,64786.0,64786.0,64786.0,64786.0,64786.0,13888.0,13888,13888,13888,1,,13888.0,13888.0,13888.0,13888.0,13888.0,33516.0,33516,33516,33516,1,,33516.0,33516.0,33516.0,33516.0,33516.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2018","January, 2019",GSTR-3,141663.0,141663,141663,141663,1,,141663.0,141663.0,141663.0,141663.0,141663.0,75782.0,75782,75782,75782,1,,75782.0,75782.0,75782.0,75782.0,75782.0,49288.0,49288,49288,49288,1,,49288.0,49288.0,49288.0,49288.0,49288.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2018","February, 2019",GSTR-1,64329.0,64329,64329,64329,1,,64329.0,64329.0,64329.0,64329.0,64329.0,13043.0,13043,13043,13043,1,,13043.0,13043.0,13043.0,13043.0,13043.0,34497.0,34497,34497,34497,1,,34497.0,34497.0,34497.0,34497.0,34497.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2018","February, 2019",GSTR-3,143606.0,143606,143606,143606,1,,143606.0,143606.0,143606.0,143606.0,143606.0,89545.0,89545,89545,89545,1,,89545.0,89545.0,89545.0,89545.0,89545.0,36873.0,36873,36873,36873,1,,36873.0,36873.0,36873.0,36873.0,36873.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2018","March, 2019",GSTR-1,146064.0,146064,146064,146064,1,,146064.0,146064.0,146064.0,146064.0,146064.0,16747.0,16747,16747,16747,1,,16747.0,16747.0,16747.0,16747.0,16747.0,104266.0,104266,104266,104266,1,,104266.0,104266.0,104266.0,104266.0,104266.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2018","March, 2019",GSTR-3,146064.0,146064,146064,146064,1,,146064.0,146064.0,146064.0,146064.0,146064.0,64816.0,64816,64816,64816,1,,64816.0,64816.0,64816.0,64816.0,64816.0,62821.0,62821,62821,62821,1,,62821.0,62821.0,62821.0,62821.0,62821.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2019","April, 2019",GSTR-1,88905.0,88905,88905,88905,1,,88905.0,88905.0,88905.0,88905.0,88905.0,11151.0,11151,11151,11151,1,,11151.0,11151.0,11151.0,11151.0,11151.0,39537.0,39537,39537,39537,1,,39537.0,39537.0,39537.0,39537.0,39537.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2019","April, 2019",GSTR-3,147229.0,147229,147229,147229,1,,147229.0,147229.0,147229.0,147229.0,147229.0,77652.0,77652,77652,77652,1,,77652.0,77652.0,77652.0,77652.0,77652.0,49531.0,49531,49531,49531,1,,49531.0,49531.0,49531.0,49531.0,49531.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2019","May, 2019",GSTR-1,85852.0,85852,85852,85852,1,,85852.0,85852.0,85852.0,85852.0,85852.0,11517.0,11517,11517,11517,1,,11517.0,11517.0,11517.0,11517.0,11517.0,39442.0,39442,39442,39442,1,,39442.0,39442.0,39442.0,39442.0,39442.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2019","May, 2019",GSTR-3,148553.0,148553,148553,148553,1,,148553.0,148553.0,148553.0,148553.0,148553.0,83688.0,83688,83688,83688,1,,83688.0,83688.0,83688.0,83688.0,83688.0,44332.0,44332,44332,44332,1,,44332.0,44332.0,44332.0,44332.0,44332.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2019","June, 2019",GSTR-1,149800.0,149800,149800,149800,1,,149800.0,149800.0,149800.0,149800.0,149800.0,38601.0,38601,38601,38601,1,,38601.0,38601.0,38601.0,38601.0,38601.0,84978.0,84978,84978,84978,1,,84978.0,84978.0,84978.0,84978.0,84978.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2019","June, 2019",GSTR-3,149800.0,149800,149800,149800,1,,149800.0,149800.0,149800.0,149800.0,149800.0,87020.0,87020,87020,87020,1,,87020.0,87020.0,87020.0,87020.0,87020.0,41811.0,41811,41811,41811,1,,41811.0,41811.0,41811.0,41811.0,41811.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2019","July, 2019",GSTR-1,79004.0,79004,79004,79004,1,,79004.0,79004.0,79004.0,79004.0,79004.0,11061.0,11061,11061,11061,1,,11061.0,11061.0,11061.0,11061.0,11061.0,40584.0,40584,40584,40584,1,,40584.0,40584.0,40584.0,40584.0,40584.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2019","July, 2019",GSTR-3,151023.0,151023,151023,151023,1,,151023.0,151023.0,151023.0,151023.0,151023.0,94494.0,94494,94494,94494,1,,94494.0,94494.0,94494.0,94494.0,94494.0,35651.0,35651,35651,35651,1,,35651.0,35651.0,35651.0,35651.0,35651.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2019","August, 2019",GSTR-1,76321.0,76321,76321,76321,1,,76321.0,76321.0,76321.0,76321.0,76321.0,11321.0,11321,11321,11321,1,,11321.0,11321.0,11321.0,11321.0,11321.0,40715.0,40715,40715,40715,1,,40715.0,40715.0,40715.0,40715.0,40715.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2019","August, 2019",GSTR-3,151285.0,151285,151285,151285,1,,151285.0,151285.0,151285.0,151285.0,151285.0,84855.0,84855,84855,84855,1,,84855.0,84855.0,84855.0,84855.0,84855.0,46409.0,46409,46409,46409,1,,46409.0,46409.0,46409.0,46409.0,46409.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2019","September, 2019",GSTR-1,151326.0,151326,151326,151326,1,,151326.0,151326.0,151326.0,151326.0,151326.0,30208.0,30208,30208,30208,1,,30208.0,30208.0,30208.0,30208.0,30208.0,96853.0,96853,96853,96853,1,,96853.0,96853.0,96853.0,96853.0,96853.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2019","September, 2019",GSTR-3,151326.0,151326,151326,151326,1,,151326.0,151326.0,151326.0,151326.0,151326.0,79658.0,79658,79658,79658,1,,79658.0,79658.0,79658.0,79658.0,79658.0,52698.0,52698,52698,52698,1,,52698.0,52698.0,52698.0,52698.0,52698.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2019","October, 2019",GSTR-1,73311.0,73311,73311,73311,1,,73311.0,73311.0,73311.0,73311.0,73311.0,10556.0,10556,10556,10556,1,,10556.0,10556.0,10556.0,10556.0,10556.0,42615.0,42615,42615,42615,1,,42615.0,42615.0,42615.0,42615.0,42615.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2019","October, 2019",GSTR-3,151778.0,151778,151778,151778,1,,151778.0,151778.0,151778.0,151778.0,151778.0,87738.0,87738,87738,87738,1,,87738.0,87738.0,87738.0,87738.0,87738.0,46013.0,46013,46013,46013,1,,46013.0,46013.0,46013.0,46013.0,46013.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2019","November, 2019",GSTR-1,67502.0,67502,67502,67502,1,,67502.0,67502.0,67502.0,67502.0,67502.0,13118.0,13118,13118,13118,1,,13118.0,13118.0,13118.0,13118.0,13118.0,40272.0,40272,40272,40272,1,,40272.0,40272.0,40272.0,40272.0,40272.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2019","November, 2019",GSTR-3,148226.0,148226,148226,148226,1,,148226.0,148226.0,148226.0,148226.0,148226.0,105238.0,105238,105238,105238,1,,105238.0,105238.0,105238.0,105238.0,105238.0,29377.0,29377,29377,29377,1,,29377.0,29377.0,29377.0,29377.0,29377.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2019","December, 2019",GSTR-1,147404.0,147404,147404,147404,1,,147404.0,147404.0,147404.0,147404.0,147404.0,72364.0,72364,72364,72364,1,,72364.0,72364.0,72364.0,72364.0,72364.0,56582.0,56582,56582,56582,1,,56582.0,56582.0,56582.0,56582.0,56582.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2019","December, 2019",GSTR-3,147404.0,147404,147404,147404,1,,147404.0,147404.0,147404.0,147404.0,147404.0,91192.0,91192,91192,91192,1,,91192.0,91192.0,91192.0,91192.0,91192.0,44118.0,44118,44118,44118,1,,44118.0,44118.0,44118.0,44118.0,44118.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2019","January, 2020",GSTR-1,63116.0,63116,63116,63116,1,,63116.0,63116.0,63116.0,63116.0,63116.0,22759.0,22759,22759,22759,1,,22759.0,22759.0,22759.0,22759.0,22759.0,30954.0,30954,30954,30954,1,,30954.0,30954.0,30954.0,30954.0,30954.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2019","January, 2020",GSTR-3,144908.0,144908,144908,144908,1,,144908.0,144908.0,144908.0,144908.0,144908.0,109238.0,109238,109238,109238,1,,109238.0,109238.0,109238.0,109238.0,109238.0,26895.0,26895,26895,26895,1,,26895.0,26895.0,26895.0,26895.0,26895.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2019","February, 2020",GSTR-1,59716.0,59716,59716,59716,1,,59716.0,59716.0,59716.0,59716.0,59716.0,36278.0,36278,36278,36278,1,,36278.0,36278.0,36278.0,36278.0,36278.0,17112.0,17112,17112,17112,1,,17112.0,17112.0,17112.0,17112.0,17112.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2019","February, 2020",GSTR-3,142935.0,142935,142935,142935,1,,142935.0,142935.0,142935.0,142935.0,142935.0,99175.0,99175,99175,99175,1,,99175.0,99175.0,99175.0,99175.0,99175.0,37728.0,37728,37728,37728,1,,37728.0,37728.0,37728.0,37728.0,37728.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2019","March, 2020",GSTR-1,143561.0,143561,143561,143561,1,,143561.0,143561.0,143561.0,143561.0,143561.0,79316.0,79316,79316,79316,1,,79316.0,79316.0,79316.0,79316.0,79316.0,47660.0,47660,47660,47660,1,,47660.0,47660.0,47660.0,47660.0,47660.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2019","March, 2020",GSTR-3,143561.0,143561,143561,143561,1,,143561.0,143561.0,143561.0,143561.0,143561.0,12309.0,12309,12309,12309,1,,12309.0,12309.0,12309.0,12309.0,12309.0,125068.0,125068,125068,125068,1,,125068.0,125068.0,125068.0,125068.0,125068.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2020","April, 2020",GSTR-1,143166.0,143166,143166,143166,1,,143166.0,143166.0,143166.0,143166.0,143166.0,35601.0,35601,35601,35601,1,,35601.0,35601.0,35601.0,35601.0,35601.0,21850.0,21850,21850,21850,1,,21850.0,21850.0,21850.0,21850.0,21850.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2020","April, 2020",GSTR-3,143479.0,143479,143479,143479,1,,143479.0,143479.0,143479.0,143479.0,143479.0,14433.0,14433,14433,14433,1,,14433.0,14433.0,14433.0,14433.0,14433.0,121550.0,121550,121550,121550,1,,121550.0,121550.0,121550.0,121550.0,121550.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2020","May, 2020",GSTR-1,131410.0,131410,131410,131410,1,,131410.0,131410.0,131410.0,131410.0,131410.0,32828.0,32828,32828,32828,1,,32828.0,32828.0,32828.0,32828.0,32828.0,24696.0,24696,24696,24696,1,,24696.0,24696.0,24696.0,24696.0,24696.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2020","May, 2020",GSTR-3,143225.0,143225,143225,143225,1,,143225.0,143225.0,143225.0,143225.0,143225.0,37002.0,37002,37002,37002,1,,37002.0,37002.0,37002.0,37002.0,37002.0,99069.0,99069,99069,99069,1,,99069.0,99069.0,99069.0,99069.0,99069.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2020","June, 2020",GSTR-1,144577.0,144577,144577,144577,1,,144577.0,144577.0,144577.0,144577.0,144577.0,49840.0,49840,49840,49840,1,,49840.0,49840.0,49840.0,49840.0,49840.0,78720.0,78720,78720,78720,1,,78720.0,78720.0,78720.0,78720.0,78720.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2020","June, 2020",GSTR-3,144577.0,144577,144577,144577,1,,144577.0,144577.0,144577.0,144577.0,144577.0,48201.0,48201,48201,48201,1,,48201.0,48201.0,48201.0,48201.0,48201.0,88857.0,88857,88857,88857,1,,88857.0,88857.0,88857.0,88857.0,88857.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2020","July, 2020",GSTR-1,86442.0,86442,86442,86442,1,,86442.0,86442.0,86442.0,86442.0,86442.0,9910.0,9910,9910,9910,1,,9910.0,9910.0,9910.0,9910.0,9910.0,48809.0,48809,48809,48809,1,,48809.0,48809.0,48809.0,48809.0,48809.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2020","July, 2020",GSTR-3,147922.0,147922,147922,147922,1,,147922.0,147922.0,147922.0,147922.0,147922.0,50964.0,50964,50964,50964,1,,50964.0,50964.0,50964.0,50964.0,50964.0,88253.0,88253,88253,88253,1,,88253.0,88253.0,88253.0,88253.0,88253.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2020","August, 2020",GSTR-1,83687.0,83687,83687,83687,1,,83687.0,83687.0,83687.0,83687.0,83687.0,12954.0,12954,12954,12954,1,,12954.0,12954.0,12954.0,12954.0,12954.0,46261.0,46261,46261,46261,1,,46261.0,46261.0,46261.0,46261.0,46261.0
