Country,State,State lgd code,Year,Month,Gst ( goods and service tax ) return type,Payer eligible for gst ( goods and service tax ) registration_avg,Payer eligible for gst ( goods and service tax ) registration_max,Payer eligible for gst ( goods and service tax ) registration_min,Payer eligible for gst ( goods and service tax ) registration_sum,Payer eligible for gst ( goods and service tax ) registration_count,Payer eligible for gst ( goods and service tax ) registration_stddev,Payer eligible for gst ( goods and service tax ) registration_LandAreaWeight,Payer eligible for gst ( goods and service tax ) registration_TotalPopulationWeight,Payer eligible for gst ( goods and service tax ) registration_NumberOfHouseholdsWeight,Payer eligible for gst ( goods and service tax ) registration_TotalPopulationMaleWeight,Payer eligible for gst ( goods and service tax ) registration_TotalPopulationFemaleWeight,Gst ( goods and service tax ) payers registered before due date_avg,Gst ( goods and service tax ) payers registered before due date_max,Gst ( goods and service tax ) payers registered before due date_min,Gst ( goods and service tax ) payers registered before due date_sum,Gst ( goods and service tax ) payers registered before due date_count,Gst ( goods and service tax ) payers registered before due date_stddev,Gst ( goods and service tax ) payers registered before due date_LandAreaWeight,Gst ( goods and service tax ) payers registered before due date_TotalPopulationWeight,Gst ( goods and service tax ) payers registered before due date_NumberOfHouseholdsWeight,Gst ( goods and service tax ) payers registered before due date_TotalPopulationMaleWeight,Gst ( goods and service tax ) payers registered before due date_TotalPopulationFemaleWeight,Gst ( goods and service tax ) payers registered after due date_avg,Gst ( goods and service tax ) payers registered after due date_max,Gst ( goods and service tax ) payers registered after due date_min,Gst ( goods and service tax ) payers registered after due date_sum,Gst ( goods and service tax ) payers registered after due date_count,Gst ( goods and service tax ) payers registered after due date_stddev,Gst ( goods and service tax ) payers registered after due date_LandAreaWeight,Gst ( goods and service tax ) payers registered after due date_TotalPopulationWeight,Gst ( goods and service tax ) payers registered after due date_NumberOfHouseholdsWeight,Gst ( goods and service tax ) payers registered after due date_TotalPopulationMaleWeight,Gst ( goods and service tax ) payers registered after due date_TotalPopulationFemaleWeight
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2019","June, 2019",GSTR-3,90874.0,90874,90874,90874,1,,90874.0,90874.0,90874.0,90874.0,90874.0,58011.0,58011,58011,58011,1,,58011.0,58011.0,58011.0,58011.0,58011.0,21568.0,21568,21568,21568,1,,21568.0,21568.0,21568.0,21568.0,21568.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2019","July, 2019",GSTR-1,43438.0,43438,43438,43438,1,,43438.0,43438.0,43438.0,43438.0,43438.0,3444.0,3444,3444,3444,1,,3444.0,3444.0,3444.0,3444.0,3444.0,23653.0,23653,23653,23653,1,,23653.0,23653.0,23653.0,23653.0,23653.0
India,Sikkim,11,"Financial Year (Apr - Mar), 2020","May, 2020",GSTR-1,6492.0,6492,6492,6492,1,,6492.0,6492.0,6492.0,6492.0,6492.0,1558.0,1558,1558,1558,1,,1558.0,1558.0,1558.0,1558.0,1558.0,1118.0,1118,1118,1118,1,,1118.0,1118.0,1118.0,1118.0,1118.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2019","July, 2019",GSTR-3,91798.0,91798,91798,91798,1,,91798.0,91798.0,91798.0,91798.0,91798.0,24045.0,24045,24045,24045,1,,24045.0,24045.0,24045.0,24045.0,24045.0,55345.0,55345,55345,55345,1,,55345.0,55345.0,55345.0,55345.0,55345.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2019","August, 2019",GSTR-1,43229.0,43229,43229,43229,1,,43229.0,43229.0,43229.0,43229.0,43229.0,3119.0,3119,3119,3119,1,,3119.0,3119.0,3119.0,3119.0,3119.0,23972.0,23972,23972,23972,1,,23972.0,23972.0,23972.0,23972.0,23972.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2019","August, 2019",GSTR-3,92245.0,92245,92245,92245,1,,92245.0,92245.0,92245.0,92245.0,92245.0,22247.0,22247,22247,22247,1,,22247.0,22247.0,22247.0,22247.0,22247.0,57170.0,57170,57170,57170,1,,57170.0,57170.0,57170.0,57170.0,57170.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2019","September, 2019",GSTR-1,92462.0,92462,92462,92462,1,,92462.0,92462.0,92462.0,92462.0,92462.0,8312.0,8312,8312,8312,1,,8312.0,8312.0,8312.0,8312.0,8312.0,64276.0,64276,64276,64276,1,,64276.0,64276.0,64276.0,64276.0,64276.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2019","September, 2019",GSTR-3,92462.0,92462,92462,92462,1,,92462.0,92462.0,92462.0,92462.0,92462.0,20236.0,20236,20236,20236,1,,20236.0,20236.0,20236.0,20236.0,20236.0,59353.0,59353,59353,59353,1,,59353.0,59353.0,59353.0,59353.0,59353.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2019","October, 2019",GSTR-1,42646.0,42646,42646,42646,1,,42646.0,42646.0,42646.0,42646.0,42646.0,3083.0,3083,3083,3083,1,,3083.0,3083.0,3083.0,3083.0,3083.0,24120.0,24120,24120,24120,1,,24120.0,24120.0,24120.0,24120.0,24120.0
India,Sikkim,11,"Financial Year (Apr - Mar), 2020","May, 2020",GSTR-3,7513.0,7513,7513,7513,1,,7513.0,7513.0,7513.0,7513.0,7513.0,1952.0,1952,1952,1952,1,,1952.0,1952.0,1952.0,1952.0,1952.0,4650.0,4650,4650,4650,1,,4650.0,4650.0,4650.0,4650.0,4650.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2019","October, 2019",GSTR-3,92639.0,92639,92639,92639,1,,92639.0,92639.0,92639.0,92639.0,92639.0,22509.0,22509,22509,22509,1,,22509.0,22509.0,22509.0,22509.0,22509.0,57426.0,57426,57426,57426,1,,57426.0,57426.0,57426.0,57426.0,57426.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2019","November, 2019",GSTR-1,41914.0,41914,41914,41914,1,,41914.0,41914.0,41914.0,41914.0,41914.0,4048.0,4048,4048,4048,1,,4048.0,4048.0,4048.0,4048.0,4048.0,23289.0,23289,23289,23289,1,,23289.0,23289.0,23289.0,23289.0,23289.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2019","November, 2019",GSTR-3,92563.0,92563,92563,92563,1,,92563.0,92563.0,92563.0,92563.0,92563.0,48036.0,48036,48036,48036,1,,48036.0,48036.0,48036.0,48036.0,48036.0,32237.0,32237,32237,32237,1,,32237.0,32237.0,32237.0,32237.0,32237.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2019","December, 2019",GSTR-1,92194.0,92194,92194,92194,1,,92194.0,92194.0,92194.0,92194.0,92194.0,24884.0,24884,24884,24884,1,,24884.0,24884.0,24884.0,24884.0,24884.0,47985.0,47985,47985,47985,1,,47985.0,47985.0,47985.0,47985.0,47985.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2019","December, 2019",GSTR-3,92194.0,92194,92194,92194,1,,92194.0,92194.0,92194.0,92194.0,92194.0,41704.0,41704,41704,41704,1,,41704.0,41704.0,41704.0,41704.0,41704.0,39108.0,39108,39108,39108,1,,39108.0,39108.0,39108.0,39108.0,39108.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2019","January, 2020",GSTR-1,39353.0,39353,39353,39353,1,,39353.0,39353.0,39353.0,39353.0,39353.0,7077.0,7077,7077,7077,1,,7077.0,7077.0,7077.0,7077.0,7077.0,20085.0,20085,20085,20085,1,,20085.0,20085.0,20085.0,20085.0,20085.0
India,Sikkim,11,"Financial Year (Apr - Mar), 2020","June, 2020",GSTR-1,7574.0,7574,7574,7574,1,,7574.0,7574.0,7574.0,7574.0,7574.0,2531.0,2531,2531,2531,1,,2531.0,2531.0,2531.0,2531.0,2531.0,3702.0,3702,3702,3702,1,,3702.0,3702.0,3702.0,3702.0,3702.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2019","January, 2020",GSTR-3,91657.0,91657,91657,91657,1,,91657.0,91657.0,91657.0,91657.0,91657.0,58255.0,58255,58255,58255,1,,58255.0,58255.0,58255.0,58255.0,58255.0,21445.0,21445,21445,21445,1,,21445.0,21445.0,21445.0,21445.0,21445.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2019","February, 2020",GSTR-1,39314.0,39314,39314,39314,1,,39314.0,39314.0,39314.0,39314.0,39314.0,13695.0,13695,13695,13695,1,,13695.0,13695.0,13695.0,13695.0,13695.0,13399.0,13399,13399,13399,1,,13399.0,13399.0,13399.0,13399.0,13399.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2019","February, 2020",GSTR-3,91600.0,91600,91600,91600,1,,91600.0,91600.0,91600.0,91600.0,91600.0,50491.0,50491,50491,50491,1,,50491.0,50491.0,50491.0,50491.0,50491.0,29085.0,29085,29085,29085,1,,29085.0,29085.0,29085.0,29085.0,29085.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2019","March, 2020",GSTR-1,85741.0,85741,85741,85741,1,,85741.0,85741.0,85741.0,85741.0,85741.0,34032.0,34032,34032,34032,1,,34032.0,34032.0,34032.0,34032.0,34032.0,36168.0,36168,36168,36168,1,,36168.0,36168.0,36168.0,36168.0,36168.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2019","March, 2020",GSTR-3,85741.0,85741,85741,85741,1,,85741.0,85741.0,85741.0,85741.0,85741.0,6664.0,6664,6664,6664,1,,6664.0,6664.0,6664.0,6664.0,6664.0,73301.0,73301,73301,73301,1,,73301.0,73301.0,73301.0,73301.0,73301.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2020","April, 2020",GSTR-1,83180.0,83180,83180,83180,1,,83180.0,83180.0,83180.0,83180.0,83180.0,13540.0,13540,13540,13540,1,,13540.0,13540.0,13540.0,13540.0,13540.0,13838.0,13838,13838,13838,1,,13838.0,13838.0,13838.0,13838.0,13838.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2020","April, 2020",GSTR-3,83362.0,83362,83362,83362,1,,83362.0,83362.0,83362.0,83362.0,83362.0,6915.0,6915,6915,6915,1,,6915.0,6915.0,6915.0,6915.0,6915.0,72177.0,72177,72177,72177,1,,72177.0,72177.0,72177.0,72177.0,72177.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2020","May, 2020",GSTR-1,76769.0,76769,76769,76769,1,,76769.0,76769.0,76769.0,76769.0,76769.0,12479.0,12479,12479,12479,1,,12479.0,12479.0,12479.0,12479.0,12479.0,14935.0,14935,14935,14935,1,,14935.0,14935.0,14935.0,14935.0,14935.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2020","May, 2020",GSTR-3,83081.0,83081,83081,83081,1,,83081.0,83081.0,83081.0,83081.0,83081.0,20447.0,20447,20447,20447,1,,20447.0,20447.0,20447.0,20447.0,20447.0,58617.0,58617,58617,58617,1,,58617.0,58617.0,58617.0,58617.0,58617.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2020","June, 2020",GSTR-1,83835.0,83835,83835,83835,1,,83835.0,83835.0,83835.0,83835.0,83835.0,19860.0,19860,19860,19860,1,,19860.0,19860.0,19860.0,19860.0,19860.0,52175.0,52175,52175,52175,1,,52175.0,52175.0,52175.0,52175.0,52175.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2020","June, 2020",GSTR-3,83835.0,83835,83835,83835,1,,83835.0,83835.0,83835.0,83835.0,83835.0,27415.0,27415,27415,27415,1,,27415.0,27415.0,27415.0,27415.0,27415.0,52698.0,52698,52698,52698,1,,52698.0,52698.0,52698.0,52698.0,52698.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2020","July, 2020",GSTR-1,48665.0,48665,48665,48665,1,,48665.0,48665.0,48665.0,48665.0,48665.0,3764.0,3764,3764,3764,1,,3764.0,3764.0,3764.0,3764.0,3764.0,24244.0,24244,24244,24244,1,,24244.0,24244.0,24244.0,24244.0,24244.0
India,Sikkim,11,"Financial Year (Apr - Mar), 2020","June, 2020",GSTR-3,7574.0,7574,7574,7574,1,,7574.0,7574.0,7574.0,7574.0,7574.0,2307.0,2307,2307,2307,1,,2307.0,2307.0,2307.0,2307.0,2307.0,4336.0,4336,4336,4336,1,,4336.0,4336.0,4336.0,4336.0,4336.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2020","July, 2020",GSTR-3,86377.0,86377,86377,86377,1,,86377.0,86377.0,86377.0,86377.0,86377.0,27314.0,27314,27314,27314,1,,27314.0,27314.0,27314.0,27314.0,27314.0,53842.0,53842,53842,53842,1,,53842.0,53842.0,53842.0,53842.0,53842.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2020","August, 2020",GSTR-1,46482.0,46482,46482,46482,1,,46482.0,46482.0,46482.0,46482.0,46482.0,5115.0,5115,5115,5115,1,,5115.0,5115.0,5115.0,5115.0,5115.0,23103.0,23103,23103,23103,1,,23103.0,23103.0,23103.0,23103.0,23103.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2020","August, 2020",GSTR-3,87783.0,87783,87783,87783,1,,87783.0,87783.0,87783.0,87783.0,87783.0,45076.0,45076,45076,45076,1,,45076.0,45076.0,45076.0,45076.0,45076.0,36720.0,36720,36720,36720,1,,36720.0,36720.0,36720.0,36720.0,36720.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2020","September, 2020",GSTR-1,88382.0,88382,88382,88382,1,,88382.0,88382.0,88382.0,88382.0,88382.0,33086.0,33086,33086,33086,1,,33086.0,33086.0,33086.0,33086.0,33086.0,40282.0,40282,40282,40282,1,,40282.0,40282.0,40282.0,40282.0,40282.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2020","September, 2020",GSTR-3,88382.0,88382,88382,88382,1,,88382.0,88382.0,88382.0,88382.0,88382.0,57872.0,57872,57872,57872,1,,57872.0,57872.0,57872.0,57872.0,57872.0,24267.0,24267,24267,24267,1,,24267.0,24267.0,24267.0,24267.0,24267.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2020","October, 2020",GSTR-1,40367.0,40367,40367,40367,1,,40367.0,40367.0,40367.0,40367.0,40367.0,6289.0,6289,6289,6289,1,,6289.0,6289.0,6289.0,6289.0,6289.0,22456.0,22456,22456,22456,1,,22456.0,22456.0,22456.0,22456.0,22456.0
India,Sikkim,11,"Financial Year (Apr - Mar), 2020","July, 2020",GSTR-1,4791.0,4791,4791,4791,1,,4791.0,4791.0,4791.0,4791.0,4791.0,670.0,670,670,670,1,,670.0,670.0,670.0,670.0,670.0,2031.0,2031,2031,2031,1,,2031.0,2031.0,2031.0,2031.0,2031.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2020","October, 2020",GSTR-3,88352.0,88352,88352,88352,1,,88352.0,88352.0,88352.0,88352.0,88352.0,60368.0,60368,60368,60368,1,,60368.0,60368.0,60368.0,60368.0,60368.0,22227.0,22227,22227,22227,1,,22227.0,22227.0,22227.0,22227.0,22227.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2020","November, 2020",GSTR-1,37461.0,37461,37461,37461,1,,37461.0,37461.0,37461.0,37461.0,37461.0,7315.0,7315,7315,7315,1,,7315.0,7315.0,7315.0,7315.0,7315.0,21711.0,21711,21711,21711,1,,21711.0,21711.0,21711.0,21711.0,21711.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2020","November, 2020",GSTR-3,86447.0,86447,86447,86447,1,,86447.0,86447.0,86447.0,86447.0,86447.0,63625.0,63625,63625,63625,1,,63625.0,63625.0,63625.0,63625.0,63625.0,19358.0,19358,19358,19358,1,,19358.0,19358.0,19358.0,19358.0,19358.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2020","December, 2020",GSTR-1,84627.0,84627,84627,84627,1,,84627.0,84627.0,84627.0,84627.0,84627.0,48387.0,48387,48387,48387,1,,48387.0,48387.0,48387.0,48387.0,48387.0,26207.0,26207,26207,26207,1,,26207.0,26207.0,26207.0,26207.0,26207.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2020","December, 2020",GSTR-3,84627.0,84627,84627,84627,1,,84627.0,84627.0,84627.0,84627.0,84627.0,66253.0,66253,66253,66253,1,,66253.0,66253.0,66253.0,66253.0,66253.0,17202.0,17202,17202,17202,1,,17202.0,17202.0,17202.0,17202.0,17202.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2020","January, 2021",GSTR-1,45594.0,45594,45594,45594,1,,45594.0,45594.0,45594.0,45594.0,45594.0,12473.0,12473,12473,12473,1,,12473.0,12473.0,12473.0,12473.0,12473.0,26419.0,26419,26419,26419,1,,26419.0,26419.0,26419.0,26419.0,26419.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2020","January, 2021",GSTR-3,45570.0,45570,45570,45570,1,,45570.0,45570.0,45570.0,45570.0,45570.0,27633.0,27633,27633,27633,1,,27633.0,27633.0,27633.0,27633.0,27633.0,16638.0,16638,16638,16638,1,,16638.0,16638.0,16638.0,16638.0,16638.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2020","February, 2021",GSTR-1,44931.0,44931,44931,44931,1,,44931.0,44931.0,44931.0,44931.0,44931.0,14318.0,14318,14318,14318,1,,14318.0,14318.0,14318.0,14318.0,14318.0,25329.0,25329,25329,25329,1,,25329.0,25329.0,25329.0,25329.0,25329.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2020","February, 2021",GSTR-3,44854.0,44854,44854,44854,1,,44854.0,44854.0,44854.0,44854.0,44854.0,27633.0,27633,27633,27633,1,,27633.0,27633.0,27633.0,27633.0,27633.0,17543.0,17543,17543,17543,1,,17543.0,17543.0,17543.0,17543.0,17543.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2020","March, 2021",GSTR-1,84140.0,84140,84140,84140,1,,84140.0,84140.0,84140.0,84140.0,84140.0,29823.0,29823,29823,29823,1,,29823.0,29823.0,29823.0,29823.0,29823.0,47373.0,47373,47373,47373,1,,47373.0,47373.0,47373.0,47373.0,47373.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2020","March, 2021",GSTR-3,84140.0,84140,84140,84140,1,,84140.0,84140.0,84140.0,84140.0,84140.0,60758.0,60758,60758,60758,1,,60758.0,60758.0,60758.0,60758.0,60758.0,24830.0,24830,24830,24830,1,,24830.0,24830.0,24830.0,24830.0,24830.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2021","April, 2021",GSTR-1,54507.0,54507,54507,54507,1,,54507.0,54507.0,54507.0,54507.0,54507.0,5487.0,5487,5487,5487,1,,5487.0,5487.0,5487.0,5487.0,5487.0,45167.0,45167,45167,45167,1,,45167.0,45167.0,45167.0,45167.0,45167.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2021","April, 2021",GSTR-3,54507.0,54507,54507,54507,1,,54507.0,54507.0,54507.0,54507.0,54507.0,9587.0,9587,9587,9587,1,,9587.0,9587.0,9587.0,9587.0,9587.0,46027.0,46027,46027,46027,1,,46027.0,46027.0,46027.0,46027.0,46027.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2021","May, 2021",GSTR-1,53973.0,53973,53973,53973,1,,53973.0,53973.0,53973.0,53973.0,53973.0,6160.0,6160,6160,6160,1,,6160.0,6160.0,6160.0,6160.0,6160.0,44699.0,44699,44699,44699,1,,44699.0,44699.0,44699.0,44699.0,44699.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2021","May, 2021",GSTR-3,53973.0,53973,53973,53973,1,,53973.0,53973.0,53973.0,53973.0,53973.0,13356.0,13356,13356,13356,1,,13356.0,13356.0,13356.0,13356.0,13356.0,42670.0,42670,42670,42670,1,,42670.0,42670.0,42670.0,42670.0,42670.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2021","June, 2021",GSTR-1,85686.0,85686,85686,85686,1,,85686.0,85686.0,85686.0,85686.0,85686.0,23258.0,23258,23258,23258,1,,23258.0,23258.0,23258.0,23258.0,23258.0,56891.0,56891,56891,56891,1,,56891.0,56891.0,56891.0,56891.0,56891.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2021","June, 2021",GSTR-3,85686.0,85686,85686,85686,1,,85686.0,85686.0,85686.0,85686.0,85686.0,56293.0,56293,56293,56293,1,,56293.0,56293.0,56293.0,56293.0,56293.0,31574.0,31574,31574,31574,1,,31574.0,31574.0,31574.0,31574.0,31574.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2021","July, 2021",GSTR-1,56418.0,56418,56418,56418,1,,56418.0,56418.0,56418.0,56418.0,56418.0,18771.0,18771,18771,18771,1,,18771.0,18771.0,18771.0,18771.0,18771.0,34283.0,34283,34283,34283,1,,34283.0,34283.0,34283.0,34283.0,34283.0
India,Sikkim,11,"Financial Year (Apr - Mar), 2020","July, 2020",GSTR-3,7650.0,7650,7650,7650,1,,7650.0,7650.0,7650.0,7650.0,7650.0,2480.0,2480,2480,2480,1,,2480.0,2480.0,2480.0,2480.0,2480.0,4203.0,4203,4203,4203,1,,4203.0,4203.0,4203.0,4203.0,4203.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2021","July, 2021",GSTR-3,56418.0,56418,56418,56418,1,,56418.0,56418.0,56418.0,56418.0,56418.0,42435.0,42435,42435,42435,1,,42435.0,42435.0,42435.0,42435.0,42435.0,15650.0,15650,15650,15650,1,,15650.0,15650.0,15650.0,15650.0,15650.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2021","August, 2021",GSTR-1,59030.0,59030,59030,59030,1,,59030.0,59030.0,59030.0,59030.0,59030.0,19710.0,19710,19710,19710,1,,19710.0,19710.0,19710.0,19710.0,19710.0,35105.0,35105,35105,35105,1,,35105.0,35105.0,35105.0,35105.0,35105.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2021","August, 2021",GSTR-3,59030.0,59030,59030,59030,1,,59030.0,59030.0,59030.0,59030.0,59030.0,44923.0,44923,44923,44923,1,,44923.0,44923.0,44923.0,44923.0,44923.0,15612.0,15612,15612,15612,1,,15612.0,15612.0,15612.0,15612.0,15612.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2021","September, 2021",GSTR-1,93037.0,93037,93037,93037,1,,93037.0,93037.0,93037.0,93037.0,93037.0,37652.0,37652,37652,37652,1,,37652.0,37652.0,37652.0,37652.0,37652.0,47754.0,47754,47754,47754,1,,47754.0,47754.0,47754.0,47754.0,47754.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2021","September, 2021",GSTR-3,93037.0,93037,93037,93037,1,,93037.0,93037.0,93037.0,93037.0,93037.0,74661.0,74661,74661,74661,1,,74661.0,74661.0,74661.0,74661.0,74661.0,19464.0,19464,19464,19464,1,,19464.0,19464.0,19464.0,19464.0,19464.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2021","October, 2021",GSTR-1,60457.0,60457,60457,60457,1,,60457.0,60457.0,60457.0,60457.0,60457.0,23955.0,23955,23955,23955,1,,23955.0,23955.0,23955.0,23955.0,23955.0,31636.0,31636,31636,31636,1,,31636.0,31636.0,31636.0,31636.0,31636.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2021","October, 2021",GSTR-3,60457.0,60457,60457,60457,1,,60457.0,60457.0,60457.0,60457.0,60457.0,48475.0,48475,48475,48475,1,,48475.0,48475.0,48475.0,48475.0,48475.0,12689.0,12689,12689,12689,1,,12689.0,12689.0,12689.0,12689.0,12689.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2021","November, 2021",GSTR-1,62407.0,62407,62407,62407,1,,62407.0,62407.0,62407.0,62407.0,62407.0,43685.0,43685,43685,43685,1,,43685.0,43685.0,43685.0,43685.0,43685.0,13534.0,13534,13534,13534,1,,13534.0,13534.0,13534.0,13534.0,13534.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2021","November, 2021",GSTR-3,62407.0,62407,62407,62407,1,,62407.0,62407.0,62407.0,62407.0,62407.0,49219.0,49219,49219,49219,1,,49219.0,49219.0,49219.0,49219.0,49219.0,13683.0,13683,13683,13683,1,,13683.0,13683.0,13683.0,13683.0,13683.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2021","December, 2021",GSTR-1,99346.0,99346,99346,99346,1,,99346.0,99346.0,99346.0,99346.0,99346.0,39266.0,39266,39266,39266,1,,39266.0,39266.0,39266.0,39266.0,39266.0,50776.0,50776,50776,50776,1,,50776.0,50776.0,50776.0,50776.0,50776.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2021","December, 2021",GSTR-3,99346.0,99346,99346,99346,1,,99346.0,99346.0,99346.0,99346.0,99346.0,81067.0,81067,81067,81067,1,,81067.0,81067.0,81067.0,81067.0,81067.0,18218.0,18218,18218,18218,1,,18218.0,18218.0,18218.0,18218.0,18218.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2021","January, 2022",GSTR-1,63719.0,63719,63719,63719,1,,63719.0,63719.0,63719.0,63719.0,63719.0,28448.0,28448,28448,28448,1,,28448.0,28448.0,28448.0,28448.0,28448.0,29196.0,29196,29196,29196,1,,29196.0,29196.0,29196.0,29196.0,29196.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2021","January, 2022",GSTR-3,63719.0,63719,63719,63719,1,,63719.0,63719.0,63719.0,63719.0,63719.0,50788.0,50788,50788,50788,1,,50788.0,50788.0,50788.0,50788.0,50788.0,12795.0,12795,12795,12795,1,,12795.0,12795.0,12795.0,12795.0,12795.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2021","February, 2022",GSTR-1,65133.0,65133,65133,65133,1,,65133.0,65133.0,65133.0,65133.0,65133.0,48258.0,48258,48258,48258,1,,48258.0,48258.0,48258.0,48258.0,48258.0,10027.0,10027,10027,10027,1,,10027.0,10027.0,10027.0,10027.0,10027.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2021","February, 2022",GSTR-3,65133.0,65133,65133,65133,1,,65133.0,65133.0,65133.0,65133.0,65133.0,52148.0,52148,52148,52148,1,,52148.0,52148.0,52148.0,52148.0,52148.0,12820.0,12820,12820,12820,1,,12820.0,12820.0,12820.0,12820.0,12820.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2021","March, 2022",GSTR-1,104274.0,104274,104274,104274,1,,104274.0,104274.0,104274.0,104274.0,104274.0,37723.0,37723,37723,37723,1,,37723.0,37723.0,37723.0,37723.0,37723.0,52244.0,52244,52244,52244,1,,52244.0,52244.0,52244.0,52244.0,52244.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2021","March, 2022",GSTR-3,104274.0,104274,104274,104274,1,,104274.0,104274.0,104274.0,104274.0,104274.0,78639.0,78639,78639,78639,1,,78639.0,78639.0,78639.0,78639.0,78639.0,22894.0,22894,22894,22894,1,,22894.0,22894.0,22894.0,22894.0,22894.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2022","April, 2022",GSTR-1,66338.0,66338,66338,66338,1,,66338.0,66338.0,66338.0,66338.0,66338.0,24748.0,24748,24748,24748,1,,24748.0,24748.0,24748.0,24748.0,24748.0,31920.0,31920,31920,31920,1,,31920.0,31920.0,31920.0,31920.0,31920.0
India,Jammu And Kashmir,1,"Financial Year (Apr - Mar), 2022","April, 2022",GSTR-3,66338.0,66338,66338,66338,1,,66338.0,66338.0,66338.0,66338.0,66338.0,54305.0,54305,54305,54305,1,,54305.0,54305.0,54305.0,54305.0,54305.0,9083.0,9083,9083,9083,1,,9083.0,9083.0,9083.0,9083.0,9083.0
